"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","stimulus","response","Category","Concept","T1","T2","CorrectAnswer","correct","reflection1","reflection2"
"true","1098","fullscreen","0","null","2132","pytul1uadnw","cricket","","","","","","","","","",""
"","1367","html-keyboard-response","1","2.0.0","3502","pytul1uadnw","cricket","This trial will be in fullscreen mode. Press any key to begin."," ","","","","","","","",""
"","1734","html-keyboard-response","2","2.0.0","5739","pytul1uadnw","cricket","Welcome to the experiment. Press any key to begin."," ","","","","","","","",""
"","2936","survey-text","3","2.0.0","9181","pytul1uadnw","cricket","","{""participant_id"":""cricket""}","","","","","","","",""
"","6287","html-keyboard-response","4","2.0.0","15971","pytul1uadnw","cricket","<p>Welcome to the experiment!</p><p>In this task, you will see a series of scientific statements.</p><p>Your job is to decide whether each statement is true or false.</p><p>Press 'z' if you think the statement is true and 'm' if you think it is false.</p><p>Press any key to begin.</p>"," ","","","","","","","",""
"","null","html-keyboard-response","5","2.0.0","17674","pytul1uadnw","cricket","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Waves</font></b>","null","","","","","","","",""
"","6947","html-keyboard-response","6","2.0.0","25123","pytul1uadnw","cricket","<b><font size=6>Sounds can be dead or alive.</font></b>","m","Waves","Sound","F","F","F","true","",""
"","5148","html-keyboard-response","7","2.0.0","30773","pytul1uadnw","cricket","<b><font size=6>Red objects absorb blue light.</font></b>","m","Waves","Color","F","T","T","false","",""
"","4111","html-keyboard-response","8","2.0.0","35386","pytul1uadnw","cricket","<b><font size=6>Foam reflects sound.</font></b>","m","Waves","Reflection","F","F","F","true","",""
"","2689","html-keyboard-response","9","2.0.0","38578","pytul1uadnw","cricket","<b><font size=6>Sound travels through a vacuum.</font></b>","z","Waves","Propagation","T","F","F","false","",""
"","3092","html-keyboard-response","10","2.0.0","42173","pytul1uadnw","cricket","<b><font size=6>Prisms reflect light.</font></b>","z","Waves","Reflection","T","F","F","false","",""
"","2399","html-keyboard-response","11","2.0.0","45074","pytul1uadnw","cricket","<b><font size=6>Sound travels through metal.</font></b>","z","Waves","Propagation","F","T","T","true","",""
"","6213","html-keyboard-response","12","2.0.0","51789","pytul1uadnw","cricket","<b><font size=6>Sounds can be near or far.</font></b>","z","Waves","Sound","T","F","F","false","",""
"","6816","html-keyboard-response","13","2.0.0","59106","pytul1uadnw","cricket","<b><font size=6>Sound travels through air.</font></b>","z","Waves","Propagation","T","T","T","true","",""
"","3296","html-keyboard-response","14","2.0.0","62905","pytul1uadnw","cricket","<b><font size=6>Shadows contain all colors of light.</font></b>","m","Waves","Light","F","F","F","true","",""
"","2190","html-keyboard-response","15","2.0.0","65596","pytul1uadnw","cricket","<b><font size=6>Mirrors reflect sound.</font></b>","m","Waves","Reflection","F","T","T","false","",""
"","3239","html-keyboard-response","16","2.0.0","69338","pytul1uadnw","cricket","<b><font size=6>Rainbows contain all colors of light.</font></b>","z","Waves","Light","T","T","T","true","",""
"","5465","html-keyboard-response","17","2.0.0","75305","pytul1uadnw","cricket","<b><font size=6>Black objects reflect all colors of light.</font></b>","m","Waves","Light","T","F","F","true","",""
"","1930","html-keyboard-response","18","2.0.0","77737","pytul1uadnw","cricket","<b><font size=6>Red objects absorb red light.</font></b>","z","Waves","Color","T","F","F","false","",""
"","2589","html-keyboard-response","19","2.0.0","80828","pytul1uadnw","cricket","<b><font size=6>Mirrors reflect light.</font></b>","z","Waves","Reflection","T","T","T","true","",""
"","7384","html-keyboard-response","20","2.0.0","88713","pytul1uadnw","cricket","<b><font size=6>Red objects reflect blue light.</font></b>","m","Waves","Color","F","F","F","true","",""
"","7339","html-keyboard-response","21","2.0.0","96553","pytul1uadnw","cricket","<b><font size=6>Sound travels through foam.</font></b>","z","Waves","Propagation","F","F","F","false","",""
"","3284","html-keyboard-response","22","2.0.0","100339","pytul1uadnw","cricket","<b><font size=6>Red objects reflect red light.</font></b>","z","Waves","Color","T","T","T","true","",""
"","5336","html-keyboard-response","23","2.0.0","106176","pytul1uadnw","cricket","<b><font size=6>White light contains all colors of light.</font></b>","z","Waves","Light","F","T","T","true","",""
"","3734","html-keyboard-response","24","2.0.0","110412","pytul1uadnw","cricket","<b><font size=6>Sounds can be loud or quiet.</font></b>","z","Waves","Sound","T","T","T","true","",""
"","5661","html-keyboard-response","25","2.0.0","116576","pytul1uadnw","cricket","<b><font size=6>Sounds can be direct or reflected.</font></b>","z","Waves","Sound","F","T","T","true","",""
"","null","html-keyboard-response","26","2.0.0","118780","pytul1uadnw","cricket","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Mechanics</font></b>","null","","","","","","","",""
"","6142","html-keyboard-response","27","2.0.0","125424","pytul1uadnw","cricket","<b><font size=6>A moving bullet loses weight.</font></b>","m","Mechanics","Velocity","F","F","F","true","",""
"","3825","html-keyboard-response","28","2.0.0","129751","pytul1uadnw","cricket","<b><font size=6>Energy can be transferred from one object to another.</font></b>","z","Mechanics","Momentum","F","T","T","true","",""
"","3170","html-keyboard-response","29","2.0.0","133423","pytul1uadnw","cricket","<b><font size=6>Forces can be straight or curved.</font></b>","m","Mechanics","Force","T","F","F","true","",""
"","7058","html-keyboard-response","30","2.0.0","140983","pytul1uadnw","cricket","<b><font size=6>Constant motion requires constant force.</font></b>","z","Mechanics","Acceleration","T","F","F","false","",""
"","2314","html-keyboard-response","31","2.0.0","143799","pytul1uadnw","cricket","<b><font size=6>A moving bullet loses speed.</font></b>","m","Mechanics","Velocity","T","T","T","false","",""
"","7699","html-keyboard-response","32","2.0.0","152001","pytul1uadnw","cricket","<b><font size=6>Pointy objects fall through air faster than flat objects.</font></b>","m","Mechanics","Gravity","F","T","T","false","",""
"","6656","html-keyboard-response","33","2.0.0","159159","pytul1uadnw","cricket","<b><font size=6>A moving bullet loses height.</font></b>","z","Mechanics","Velocity","F","T","T","true","",""
"","6051","html-keyboard-response","34","2.0.0","165711","pytul1uadnw","cricket","<b><font size=6>Anvils fall through air faster than feathers.</font></b>","m","Mechanics","Gravity","T","T","T","false","",""
"","1866","html-keyboard-response","35","2.0.0","168079","pytul1uadnw","cricket","<b><font size=6>Forces can be balanced or unbalanced.</font></b>","z","Mechanics","Force","F","T","T","true","",""
"","1913","html-keyboard-response","36","2.0.0","170494","pytul1uadnw","cricket","<b><font size=6>Forces can be male or female.</font></b>","m","Mechanics","Force","F","F","F","true","",""
"","3733","html-keyboard-response","37","2.0.0","174729","pytul1uadnw","cricket","<b><font size=6>Bright objects fall through air faster than dark objects.</font></b>","m","Mechanics","Gravity","F","F","F","true","",""
"","4687","html-keyboard-response","38","2.0.0","179919","pytul1uadnw","cricket","<b><font size=6>Forces can be strong or weak.</font></b>","z","Mechanics","Force","T","T","T","true","",""
"","4677","html-keyboard-response","39","2.0.0","185097","pytul1uadnw","cricket","<b><font size=6>Forces can be transferred from one object to another.</font></b>","z","Mechanics","Momentum","T","F","F","false","",""
"","4688","html-keyboard-response","40","2.0.0","190286","pytul1uadnw","cricket","<b><font size=6>Color can be transferred from one object to another.</font></b>","m","Mechanics","Momentum","F","F","F","true","",""
"","1634","html-keyboard-response","41","2.0.0","192422","pytul1uadnw","cricket","<b><font size=6>Momentum can be transferred from one object to another.</font></b>","z","Mechanics","Momentum","T","T","T","true","",""
"","2669","html-keyboard-response","42","2.0.0","195593","pytul1uadnw","cricket","<b><font size=6>A moving bullet loses force.</font></b>","z","Mechanics","Velocity","T","F","F","false","",""
"","5376","html-keyboard-response","43","2.0.0","201471","pytul1uadnw","cricket","<b><font size=6>Constant speed requires constant acceleration.</font></b>","z","Mechanics","Acceleration","F","F","F","false","",""
"","2244","html-keyboard-response","44","2.0.0","204217","pytul1uadnw","cricket","<b><font size=6>Constant acceleration requires constant force.</font></b>","z","Mechanics","Acceleration","T","T","T","true","",""
"","11232","html-keyboard-response","45","2.0.0","215950","pytul1uadnw","cricket","<b><font size=6>Heavy balls fall through air faster than light balls.</font></b>","m","Mechanics","Gravity","T","F","F","true","",""
"","7652","html-keyboard-response","46","2.0.0","224104","pytul1uadnw","cricket","<b><font size=6>Constant force can yield constant rest.</font></b>","m","Mechanics","Acceleration","F","T","T","false","",""
