"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","stimulus","response","Category","Concept","T1","T2","CorrectAnswer","correct","reflection1","reflection2"
"true","2235","fullscreen","0","null","3246","pvozrjf8mh1","Cheetah","","","","","","","","","",""
"","2162","html-keyboard-response","1","2.0.0","5411","pvozrjf8mh1","Cheetah","This trial will be in fullscreen mode. Press any key to begin."," ","","","","","","","",""
"","1009","html-keyboard-response","2","2.0.0","6922","pvozrjf8mh1","Cheetah","Welcome to the experiment. Press any key to begin."," ","","","","","","","",""
"","11271","survey-text","3","2.0.0","18699","pvozrjf8mh1","Cheetah","","{""participant_id"":""Cheetah""}","","","","","","","",""
"","7479","html-keyboard-response","4","2.0.0","26681","pvozrjf8mh1","Cheetah","<p>Welcome to the experiment!</p><p>In this task, you will see a series of scientific statements.</p><p>Your job is to decide whether each statement is true or false.</p><p>Press 'z' if you think the statement is true and 'm' if you think it is false.</p><p>Press any key to begin.</p>"," ","","","","","","","",""
"","null","html-keyboard-response","5","2.0.0","28385","pvozrjf8mh1","Cheetah","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Astronomy</font></b>","null","","","","","","","",""
"","4287","html-keyboard-response","6","2.0.0","33175","pvozrjf8mh1","Cheetah","<b><font size=6>The earth revolves around the sun.</font></b>","z","Astronomy","Solar system","F","T","T","true","",""
"","4425","html-keyboard-response","7","2.0.0","38103","pvozrjf8mh1","Cheetah","<b><font size=6>Phases of the moon are caused by clouds.</font></b>","m","Astronomy","Lunar phase","F","F","F","true","",""
"","2002","html-keyboard-response","8","2.0.0","40607","pvozrjf8mh1","Cheetah","<b><font size=6>Asteroids are more massive than planets.</font></b>","m","Astronomy","Planet","F","F","F","true","",""
"","3106","html-keyboard-response","9","2.0.0","44216","pvozrjf8mh1","Cheetah","<b><font size=6>The earth's distance from the sun causes the seasons.</font></b>","m","Astronomy","Season","T","F","F","true","",""
