"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","stimulus","response","Category","Concept","T1","T2","CorrectAnswer","correct","reflection1","reflection2"
"true","30793","fullscreen","0","null","31822","p7hbf58nh9b","eagle","","","","","","","","","",""
"","1282","html-keyboard-response","1","2.0.0","33106","p7hbf58nh9b","eagle","This trial will be in fullscreen mode. Press any key to begin.","ArrowRight","","","","","","","",""
"","579","html-keyboard-response","2","2.0.0","34187","p7hbf58nh9b","eagle","Welcome to the experiment. Press any key to begin.","ArrowRight","","","","","","","",""
"","3042","survey-text","3","2.0.0","37737","p7hbf58nh9b","eagle","","{""participant_id"":""eagle""}","","","","","","","",""
"","3180","html-keyboard-response","4","2.0.0","41420","p7hbf58nh9b","eagle","<p>Welcome to the experiment!</p><p>In this task, you will see a series of scientific statements.</p><p>Your job is to decide whether each statement is true or false.</p><p>Press 'z' if you think the statement is true and 'm' if you think it is false.</p><p>Press any key to begin.</p>","ArrowRight","","","","","","","",""
"","null","html-keyboard-response","5","2.0.0","43123","p7hbf58nh9b","eagle","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Mechanics</font></b>","null","","","","","","","",""
"","3578","html-keyboard-response","6","2.0.0","47204","p7hbf58nh9b","eagle","<b><font size=6>Heavy balls fall through air faster than light balls.</font></b>","z","Mechanics","Gravity","T","F","F","false","",""
"","1909","html-keyboard-response","7","2.0.0","49616","p7hbf58nh9b","eagle","<b><font size=6>Forces can be transferred from one object to another.</font></b>","z","Mechanics","Momentum","T","F","F","false","",""
"","1928","html-keyboard-response","8","2.0.0","52046","p7hbf58nh9b","eagle","<b><font size=6>A moving bullet loses speed.</font></b>","z","Mechanics","Velocity","T","T","T","true","",""
"","3852","html-keyboard-response","9","2.0.0","56400","p7hbf58nh9b","eagle","<b><font size=6>Pointy objects fall through air faster than flat objects.</font></b>","m","Mechanics","Gravity","F","T","T","false","",""
"","2933","html-keyboard-response","10","2.0.0","59835","p7hbf58nh9b","eagle","<b><font size=6>Constant motion requires constant force.</font></b>","m","Mechanics","Acceleration","T","F","F","true","",""
"","8533","html-keyboard-response","11","2.0.0","68870","p7hbf58nh9b","eagle","<b><font size=6>Anvils fall through air faster than feathers.</font></b>","m","Mechanics","Gravity","T","T","T","false","",""
"","3902","html-keyboard-response","12","2.0.0","73274","p7hbf58nh9b","eagle","<b><font size=6>A moving bullet loses force.</font></b>","z","Mechanics","Velocity","T","F","F","false","",""
"","5616","html-keyboard-response","13","2.0.0","79392","p7hbf58nh9b","eagle","<b><font size=6>Constant force can yield constant rest.</font></b>","m","Mechanics","Acceleration","F","T","T","false","",""
"","3484","html-keyboard-response","14","2.0.0","83385","p7hbf58nh9b","eagle","<b><font size=6>Constant speed requires constant acceleration.</font></b>","z","Mechanics","Acceleration","F","F","F","false","",""
