"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","stimulus","response","Category","Concept","T1","T2","CorrectAnswer","correct","reflection1","reflection2"
"true","6553","fullscreen","0","null","7599","pcwz6vqqrdx","Beaver","","","","","","","","","",""
"","1463","html-keyboard-response","1","2.0.0","9067","pcwz6vqqrdx","Beaver","This trial will be in fullscreen mode. Press any key to begin."," ","","","","","","","",""
"","790","html-keyboard-response","2","2.0.0","10367","pcwz6vqqrdx","Beaver","Welcome to the experiment. Press any key to begin."," ","","","","","","","",""
"","5036","survey-text","3","2.0.0","15914","pcwz6vqqrdx","Beaver","","{""participant_id"":""Beaver""}","","","","","","","",""
"","11720","html-keyboard-response","4","2.0.0","28137","pcwz6vqqrdx","Beaver","<p>Welcome to the experiment!</p><p>In this task, you will see a series of scientific statements.</p><p>Your job is to decide whether each statement is true or false.</p><p>Press 'z' if you think the statement is true and 'm' if you think it is false.</p><p>Press any key to begin.</p>"," ","","","","","","","",""
"","null","html-keyboard-response","5","2.0.0","29853","pcwz6vqqrdx","Beaver","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Fractions</font></b>","null","","","","","","","",""
"","16125","html-keyboard-response","6","2.0.0","46488","pcwz6vqqrdx","Beaver","<b><font size=6>1/10 plus 1/10 is 1/5.</font></b>","z","Fractions","Addition","F","T","T","true","",""
"","4701","html-keyboard-response","7","2.0.0","51697","pcwz6vqqrdx","Beaver","<b><font size=6>4 divided by 1/2 is 8.</font></b>","z","Fractions","Division","F","T","T","true","",""
"","8949","html-keyboard-response","8","2.0.0","61157","pcwz6vqqrdx","Beaver","<b><font size=6>1/3 plus 1/3 is 1/3.</font></b>","m","Fractions","Addition","F","F","F","true","",""
"","21976","html-keyboard-response","9","2.0.0","83639","pcwz6vqqrdx","Beaver","<b><font size=6>4 divided by 2/1 is 2.</font></b>","z","Fractions","Division","T","T","T","true","",""
"","3183","html-keyboard-response","10","2.0.0","87326","pcwz6vqqrdx","Beaver","<b><font size=6>There are numbers between 1 and 3.</font></b>","z","Fractions","Infinite density","T","T","T","true","",""
"","2705","html-keyboard-response","11","2.0.0","90549","pcwz6vqqrdx","Beaver","<b><font size=6>1/17 is greater than 1/9.</font></b>","m","Fractions","Ordering","T","F","F","true","",""
"","9373","html-keyboard-response","12","2.0.0","100438","pcwz6vqqrdx","Beaver","<b><font size=6>1/17 is greater than 16/17.</font></b>","z","Fractions","Ordering","F","F","F","false","",""
