"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","stimulus","response","Category","Concept","T1","T2","CorrectAnswer","correct","reflection1","reflection2"
"true","12246","fullscreen","0","null","13272","prp7u0aoxof","lion","","","","","","","","","",""
"","2812","html-keyboard-response","1","2.0.0","16087","prp7u0aoxof","lion","This trial will be in fullscreen mode. Press any key to begin."," ","","","","","","","",""
"","1294","html-keyboard-response","2","2.0.0","17884","prp7u0aoxof","lion","Welcome to the experiment. Press any key to begin."," ","","","","","","","",""
"","4695","survey-text","3","2.0.0","23088","prp7u0aoxof","lion","","{""participant_id"":""lion""}","","","","","","","",""
"","9616","html-keyboard-response","4","2.0.0","33207","prp7u0aoxof","lion","<p>Welcome to the experiment!</p><p>In this task, you will see a series of scientific statements.</p><p>Your job is to decide whether each statement is true or false.</p><p>Press 'z' if you think the statement is true and 'm' if you think it is false.</p><p>Press any key to begin.</p>"," ","","","","","","","",""
"","null","html-keyboard-response","5","2.0.0","34911","prp7u0aoxof","lion","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Genetics</font></b>","null","","","","","","","",""
"","5220","html-keyboard-response","6","2.0.0","40635","prp7u0aoxof","lion","<b><font size=6>Intelligence is heritable.</font></b>","z","Genetics","Heritability","F","T","T","true","",""
"","1543","html-keyboard-response","7","2.0.0","42681","prp7u0aoxof","lion","<b><font size=6>Hair color is heritable.</font></b>","z","Genetics","Heritability","T","T","T","true","",""
"","8965","html-keyboard-response","8","2.0.0","52148","prp7u0aoxof","lion","<b><font size=6>Genes that code for eye color can be found in the liver.</font></b>","m","Genetics","Expression","F","T","T","false","",""
"","7849","html-keyboard-response","9","2.0.0","60499","prp7u0aoxof","lion","<b><font size=6>Immunity to chickenpox is heritable.</font></b>","z","Genetics","Heritability","T","F","F","false","",""
"","6733","html-keyboard-response","10","2.0.0","67734","prp7u0aoxof","lion","<b><font size=6>Sunscreen can change one's genome.</font></b>","m","Genetics","Mutation","F","F","F","true","",""
"","8488","html-keyboard-response","11","2.0.0","76724","prp7u0aoxof","lion","<b><font size=6>Humans have more chromosomes than mosquitoes.</font></b>","z","Genetics","Chromosome","T","T","T","true","",""
"","11580","html-keyboard-response","12","2.0.0","88805","prp7u0aoxof","lion","<b><font size=6>Genes that code for eye color can be found in tears.</font></b>","m","Genetics","Expression","T","F","F","true","",""
"","2227","html-keyboard-response","13","2.0.0","91535","prp7u0aoxof","lion","<b><font size=6>Pierced ears are heritable.</font></b>","m","Genetics","Heritability","F","F","F","true","",""
"","4128","html-keyboard-response","14","2.0.0","96164","prp7u0aoxof","lion","<b><font size=6>Two blue-eyed parents could have a brown-eyed baby.</font></b>","z","Genetics","Dominance","F","F","F","false","",""
"","1804","html-keyboard-response","15","2.0.0","98471","prp7u0aoxof","lion","<b><font size=6>Men have more chromosomes than women.</font></b>","m","Genetics","Chromosome","F","F","F","true","",""
"","2091","html-keyboard-response","16","2.0.0","101064","prp7u0aoxof","lion","<b><font size=6>Radiation can change one's genome.</font></b>","z","Genetics","Mutation","T","T","T","true","",""
"","2267","html-keyboard-response","17","2.0.0","103833","prp7u0aoxof","lion","<b><font size=6>Adults have more chromosomes than children.</font></b>","m","Genetics","Chromosome","T","F","F","true","",""
"","6903","html-keyboard-response","18","2.0.0","111238","prp7u0aoxof","lion","<b><font size=6>Viruses can change one's genome.</font></b>","z","Genetics","Mutation","F","T","T","true","",""
"","10760","html-keyboard-response","19","2.0.0","122500","prp7u0aoxof","lion","<b><font size=6>Genes that code for eye color can be found in hair.</font></b>","m","Genetics","Expression","F","F","F","true","",""
