"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","stimulus","response","Category","Concept","T1","T2","CorrectAnswer","correct","reflection1","reflection2"
"true","1160","fullscreen","0","null","2181","pmke2ds5mol","leopard","","","","","","","","","",""
"","1227","html-keyboard-response","1","2.0.0","3409","pmke2ds5mol","leopard","This trial will be in fullscreen mode. Press any key to begin.","s","","","","","","","",""
"","1938","html-keyboard-response","2","2.0.0","5859","pmke2ds5mol","leopard","Welcome to the experiment. Press any key to begin.","s","","","","","","","",""
"","96737","survey-text","3","2.0.0","103102","pmke2ds5mol","leopard","","{""participant_id"":""leopard""}","","","","","","","",""
"","1384","html-keyboard-response","4","2.0.0","104997","pmke2ds5mol","leopard","<p>Welcome to the experiment!</p><p>In this task, you will see a series of scientific statements.</p><p>Your job is to decide whether each statement is true or false.</p><p>Press 'z' if you think the statement is true and 'm' if you think it is false.</p><p>Press any key to begin.</p>","s","","","","","","","",""
"","null","html-keyboard-response","5","2.0.0","106703","pmke2ds5mol","leopard","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Fractions</font></b>","null","","","","","","","",""
"","5847","html-keyboard-response","6","2.0.0","113054","pmke2ds5mol","leopard","<b><font size=6>8 divided by 1/2 is 4.</font></b>","m","Fractions","Division","T","F","F","true","",""
"","9613","html-keyboard-response","7","2.0.0","123170","pmke2ds5mol","leopard","<b><font size=6>1/17 is greater than 1/9.</font></b>","m","Fractions","Ordering","T","F","F","true","",""
"","2444","html-keyboard-response","8","2.0.0","126119","pmke2ds5mol","leopard","<b><font size=6>There are numbers between 10 and 10.</font></b>","z","Fractions","Infinite density","F","F","F","false","",""
"","14667","html-keyboard-response","9","2.0.0","141299","pmke2ds5mol","leopard","<b><font size=6>4 divided by 1/2 is 8.</font></b>","z","Fractions","Division","F","T","T","true","",""
"","6190","html-keyboard-response","10","2.0.0","148001","pmke2ds5mol","leopard","<b><font size=6>4 divided by 2/1 is 2.</font></b>","z","Fractions","Division","T","T","T","true","",""
"","4333","html-keyboard-response","11","2.0.0","152848","pmke2ds5mol","leopard","<b><font size=6>12/13 is greater than 1/13.</font></b>","z","Fractions","Ordering","T","T","T","true","",""
"","6382","html-keyboard-response","12","2.0.0","159742","pmke2ds5mol","leopard","<b><font size=6>1/17 is greater than 16/17.</font></b>","m","Fractions","Ordering","F","F","F","true","",""
"","10213","html-keyboard-response","13","2.0.0","170466","pmke2ds5mol","leopard","<b><font size=6>All fractions are expressible as integers.</font></b>","m","Fractions","Conversion","F","F","F","true","",""
"","2900","html-keyboard-response","14","2.0.0","173871","pmke2ds5mol","leopard","<b><font size=6>1/13 is greater than 1/30.</font></b>","z","Fractions","Ordering","F","T","T","true","",""
"","2545","html-keyboard-response","15","2.0.0","176920","pmke2ds5mol","leopard","<b><font size=6>1/3 plus 1/3 is 1/3.</font></b>","m","Fractions","Addition","F","F","F","true","",""
"","9244","html-keyboard-response","16","2.0.0","186669","pmke2ds5mol","leopard","<b><font size=6>1/10 plus 1/10 is 1/5.</font></b>","z","Fractions","Addition","F","T","T","true","",""
"","3253","html-keyboard-response","17","2.0.0","190428","pmke2ds5mol","leopard","<b><font size=6>There are numbers between 1/3 and 1/2.</font></b>","z","Fractions","Infinite density","F","T","T","true","",""
"","1942","html-keyboard-response","18","2.0.0","192876","pmke2ds5mol","leopard","<b><font size=6>8 divided by 2/1 is 3.</font></b>","m","Fractions","Division","F","F","F","true","",""
"","7278","html-keyboard-response","19","2.0.0","200670","pmke2ds5mol","leopard","<b><font size=6>All integers are expressible as fractions.</font></b>","z","Fractions","Conversion","F","T","T","true","",""
"","7542","html-keyboard-response","20","2.0.0","208720","pmke2ds5mol","leopard","<b><font size=6>2/3 plus 2/4 is 2/7.</font></b>","m","Fractions","Addition","T","F","F","true","",""
"","3358","html-keyboard-response","21","2.0.0","212583","pmke2ds5mol","leopard","<b><font size=6>All fractions are expressible as decimals.</font></b>","z","Fractions","Conversion","T","F","F","false","",""
"","5928","html-keyboard-response","22","2.0.0","219019","pmke2ds5mol","leopard","<b><font size=6>There are numbers between 1/10 and 10/100.</font></b>","m","Fractions","Infinite density","T","F","F","true","",""
"","3222","html-keyboard-response","23","2.0.0","222747","pmke2ds5mol","leopard","<b><font size=6>There are numbers between 1 and 3.</font></b>","z","Fractions","Infinite density","T","T","T","true","",""
"","3553","html-keyboard-response","24","2.0.0","226808","pmke2ds5mol","leopard","<b><font size=6>All decimals are expressible as fractions.</font></b>","z","Fractions","Conversion","T","T","T","true","",""
"","12069","html-keyboard-response","25","2.0.0","239391","pmke2ds5mol","leopard","<b><font size=6>1/3 plus 1/3 is 2/3.</font></b>","z","Fractions","Addition","T","T","T","true","",""
"","null","html-keyboard-response","26","2.0.0","241598","pmke2ds5mol","leopard","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Genetics</font></b>","null","","","","","","","",""
"","9003","html-keyboard-response","27","2.0.0","251116","pmke2ds5mol","leopard","<b><font size=6>Adults have more chromosomes than children.</font></b>","z","Genetics","Chromosome","T","F","F","false","",""
"","3372","html-keyboard-response","28","2.0.0","254990","pmke2ds5mol","leopard","<b><font size=6>Men have more chromosomes than women.</font></b>","z","Genetics","Chromosome","F","F","F","false","",""
"","2056","html-keyboard-response","29","2.0.0","257558","pmke2ds5mol","leopard","<b><font size=6>Exercise can change one's genome.</font></b>","m","Genetics","Mutation","T","F","F","true","",""
"","3408","html-keyboard-response","30","2.0.0","261475","pmke2ds5mol","leopard","<b><font size=6>Genes that code for eye color can be found in hair.</font></b>","z","Genetics","Expression","F","F","F","false","",""
"","2435","html-keyboard-response","31","2.0.0","264414","pmke2ds5mol","leopard","<b><font size=6>Two blue-eyed parents could have a brown-eyed baby.</font></b>","z","Genetics","Dominance","F","F","F","false","",""
"","2257","html-keyboard-response","32","2.0.0","267173","pmke2ds5mol","leopard","<b><font size=6>Two brown-eyed parents could have a brown-eyed baby.</font></b>","z","Genetics","Dominance","T","T","T","true","",""
"","4636","html-keyboard-response","33","2.0.0","272313","pmke2ds5mol","leopard","<b><font size=6>Humans have more chromosomes than mosquitoes.</font></b>","m","Genetics","Chromosome","T","T","T","false","",""
"","1912","html-keyboard-response","34","2.0.0","274740","pmke2ds5mol","leopard","<b><font size=6>Hair color is heritable.</font></b>","z","Genetics","Heritability","T","T","T","true","",""
