"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","stimulus","response","Category","Concept","T1","T2","CorrectAnswer","correct","reflection1","reflection2"
"true","2127","fullscreen","0","null","3145","p3zzounw3z0","hyena","","","","","","","","","",""
"","2561","html-keyboard-response","1","2.0.0","5708","p3zzounw3z0","hyena","This trial will be in fullscreen mode. Press any key to begin."," ","","","","","","","",""
"","1628","html-keyboard-response","2","2.0.0","7844","p3zzounw3z0","hyena","Welcome to the experiment. Press any key to begin."," ","","","","","","","",""
"","7083","survey-text","3","2.0.0","15446","p3zzounw3z0","hyena","","{""participant_id"":""hyena""}","","","","","","","",""
"","7169","html-keyboard-response","4","2.0.0","23130","p3zzounw3z0","hyena","<p>Welcome to the experiment!</p><p>In this task, you will see a series of scientific statements.</p><p>Your job is to decide whether each statement is true or false.</p><p>Press 'z' if you think the statement is true and 'm' if you think it is false.</p><p>Press any key to begin.</p>"," ","","","","","","","",""
"","null","html-keyboard-response","5","2.0.0","24841","p3zzounw3z0","hyena","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Mechanics</font></b>","null","","","","","","","",""
"","8009","html-keyboard-response","6","2.0.0","33359","p3zzounw3z0","hyena","<b><font size=6>Constant speed requires constant acceleration.</font></b>","m","Mechanics","Acceleration","F","F","F","true","",""
"","5269","html-keyboard-response","7","2.0.0","39132","p3zzounw3z0","hyena","<b><font size=6>A moving bullet loses height.</font></b>","z","Mechanics","Velocity","F","T","T","true","",""
"","4965","html-keyboard-response","8","2.0.0","44603","p3zzounw3z0","hyena","<b><font size=6>Anvils fall through air faster than feathers.</font></b>","z","Mechanics","Gravity","T","T","T","true","",""
"","7651","html-keyboard-response","9","2.0.0","52766","p3zzounw3z0","hyena","<b><font size=6>A moving bullet loses speed.</font></b>","m","Mechanics","Velocity","T","T","T","false","",""
"","2567","html-keyboard-response","10","2.0.0","55848","p3zzounw3z0","hyena","<b><font size=6>Forces can be male or female.</font></b>","m","Mechanics","Force","F","F","F","true","",""
"","3495","html-keyboard-response","11","2.0.0","59847","p3zzounw3z0","hyena","<b><font size=6>Energy can be transferred from one object to another.</font></b>","z","Mechanics","Momentum","F","T","T","true","",""
"","7467","html-keyboard-response","12","2.0.0","67832","p3zzounw3z0","hyena","<b><font size=6>Forces can be straight or curved.</font></b>","z","Mechanics","Force","T","F","F","false","",""
"","4343","html-keyboard-response","13","2.0.0","72686","p3zzounw3z0","hyena","<b><font size=6>Color can be transferred from one object to another.</font></b>","z","Mechanics","Momentum","F","F","F","false","",""
"","6606","html-keyboard-response","14","2.0.0","79805","p3zzounw3z0","hyena","<b><font size=6>Constant acceleration requires constant force.</font></b>","z","Mechanics","Acceleration","T","T","T","true","",""
"","26815","html-keyboard-response","15","2.0.0","107132","p3zzounw3z0","hyena","<b><font size=6>Constant motion requires constant force.</font></b>","z","Mechanics","Acceleration","T","F","F","false","",""
"","5285","html-keyboard-response","16","2.0.0","112919","p3zzounw3z0","hyena","<b><font size=6>A moving bullet loses force.</font></b>","m","Mechanics","Velocity","T","F","F","true","",""
"","8245","html-keyboard-response","17","2.0.0","121680","p3zzounw3z0","hyena","<b><font size=6>Constant force can yield constant rest.</font></b>","m","Mechanics","Acceleration","F","T","T","false","",""
"","5513","html-keyboard-response","18","2.0.0","127709","p3zzounw3z0","hyena","<b><font size=6>A moving bullet loses weight.</font></b>","m","Mechanics","Velocity","F","F","F","true","",""
"","7012","html-keyboard-response","19","2.0.0","135232","p3zzounw3z0","hyena","<b><font size=6>Pointy objects fall through air faster than flat objects.</font></b>","z","Mechanics","Gravity","F","T","T","true","",""
"","11951","html-keyboard-response","20","2.0.0","147685","p3zzounw3z0","hyena","<b><font size=6>Forces can be transferred from one object to another.</font></b>","z","Mechanics","Momentum","T","F","F","false","",""
"","4557","html-keyboard-response","21","2.0.0","152744","p3zzounw3z0","hyena","<b><font size=6>Momentum can be transferred from one object to another.</font></b>","m","Mechanics","Momentum","T","T","T","false","",""
"","2928","html-keyboard-response","22","2.0.0","156176","p3zzounw3z0","hyena","<b><font size=6>Forces can be strong or weak.</font></b>","m","Mechanics","Force","T","T","T","false","",""
"","4997","html-keyboard-response","23","2.0.0","161686","p3zzounw3z0","hyena","<b><font size=6>Heavy balls fall through air faster than light balls.</font></b>","z","Mechanics","Gravity","T","F","F","false","",""
"","3872","html-keyboard-response","24","2.0.0","166067","p3zzounw3z0","hyena","<b><font size=6>Forces can be balanced or unbalanced.</font></b>","z","Mechanics","Force","F","T","T","true","",""
"","4028","html-keyboard-response","25","2.0.0","170597","p3zzounw3z0","hyena","<b><font size=6>Bright objects fall through air faster than dark objects.</font></b>","m","Mechanics","Gravity","F","F","F","true","",""
"","null","html-keyboard-response","26","2.0.0","172802","p3zzounw3z0","hyena","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Germs</font></b>","null","","","","","","","",""
"","11243","html-keyboard-response","27","2.0.0","184557","p3zzounw3z0","hyena","<b><font size=6>Sunshine contains germs.</font></b>","m","Germs","Contamination","F","F","F","true","",""
