"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","stimulus","response","Category","Concept","T1","T2","CorrectAnswer","correct","reflection1","reflection2"
"true","2741","fullscreen","0","null","3762","pak081hjc6d","pelican","","","","","","","","","",""
"","2133","html-keyboard-response","1","2.0.0","5896","pak081hjc6d","pelican","This trial will be in fullscreen mode. Press any key to begin.","p","","","","","","","",""
"","1138","html-keyboard-response","2","2.0.0","7536","pak081hjc6d","pelican","Welcome to the experiment. Press any key to begin.","p","","","","","","","",""
"","3332","survey-text","3","2.0.0","11372","pak081hjc6d","pelican","","{""participant_id"":""pelican""}","","","","","","","",""
"","8404","html-keyboard-response","4","2.0.0","20279","pak081hjc6d","pelican","<p>Welcome to the experiment!</p><p>In this task, you will see a series of scientific statements.</p><p>Your job is to decide whether each statement is true or false.</p><p>Press 'z' if you think the statement is true and 'm' if you think it is false.</p><p>Press any key to begin.</p>","Enter","","","","","","","",""
"","null","html-keyboard-response","5","2.0.0","21981","pak081hjc6d","pelican","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Evolution</font></b>","null","","","","","","","",""
"","1887","html-keyboard-response","6","2.0.0","24370","pak081hjc6d","pelican","<b><font size=6>Evolution requires long periods of time.</font></b>","z","Evolution","Variation","T","F","F","false","",""
"","3657","html-keyboard-response","7","2.0.0","28528","pak081hjc6d","pelican","<b><font size=6>Whales are more closely related to humans than fish.</font></b>","z","Evolution","Common ancestry","F","T","T","true","",""
"","5221","html-keyboard-response","8","2.0.0","34252","pak081hjc6d","pelican","<b><font size=6>Whales are more closely related to plants than fish.</font></b>","m","Evolution","Common ancestry","F","F","F","true","",""
"","6426","html-keyboard-response","9","2.0.0","41179","pak081hjc6d","pelican","<b><font size=6>Apes are more closely related to monkeys than humans.</font></b>","m","Evolution","Common ancestry","T","F","F","true","",""
"","2089","html-keyboard-response","10","2.0.0","43770","pak081hjc6d","pelican","<b><font size=6>Humans are descended from chimpanzees.</font></b>","m","Evolution","Phylogeny","T","F","F","true","",""
"","3692","html-keyboard-response","11","2.0.0","47964","pak081hjc6d","pelican","<b><font size=6>Computer viruses evolve.</font></b>","z","Evolution","Adaptation","F","T","T","true","",""
"","6941","html-keyboard-response","12","2.0.0","55408","pak081hjc6d","pelican","<b><font size=6>Most organisms die before leaving offspring.</font></b>","z","Evolution","Selection","F","T","T","true","",""
"","1642","html-keyboard-response","13","2.0.0","57551","pak081hjc6d","pelican","<b><font size=6>Most organisms are adapted to their environment.</font></b>","z","Evolution","Selection","T","T","T","true","",""
