"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","stimulus","response","Category","Concept","T1","T2","CorrectAnswer","correct","reflection1","reflection2"
"true","1063","fullscreen","0","null","2076","pu6xjubugx8","gazelle","","","","","","","","","",""
"","2712","html-keyboard-response","1","2.0.0","4791","pu6xjubugx8","gazelle","This trial will be in fullscreen mode. Press any key to begin."," ","","","","","","","",""
"","1660","html-keyboard-response","2","2.0.0","6954","pu6xjubugx8","gazelle","Welcome to the experiment. Press any key to begin."," ","","","","","","","",""
"","14132","survey-text","3","2.0.0","21592","pu6xjubugx8","gazelle","","{""participant_id"":""gazelle""}","","","","","","","",""
"","13146","html-keyboard-response","4","2.0.0","35241","pu6xjubugx8","gazelle","<p>Welcome to the experiment!</p><p>In this task, you will see a series of scientific statements.</p><p>Your job is to decide whether each statement is true or false.</p><p>Press 'z' if you think the statement is true and 'm' if you think it is false.</p><p>Press any key to begin.</p>"," ","","","","","","","",""
"","null","html-keyboard-response","5","2.0.0","36944","pu6xjubugx8","gazelle","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Evolution</font></b>","null","","","","","","","",""
"","19995","html-keyboard-response","6","2.0.0","57443","pu6xjubugx8","gazelle","<b><font size=6>Humans are descended from plants.</font></b>","m","Evolution","Phylogeny","F","F","F","true","",""
"","18117","html-keyboard-response","7","2.0.0","76063","pu6xjubugx8","gazelle","<b><font size=6>Inanimate objects evolve.</font></b>","m","Evolution","Adaptation","F","F","F","true","",""
"","15024","html-keyboard-response","8","2.0.0","91589","pu6xjubugx8","gazelle","<b><font size=6>Most organisms have plenty to eat.</font></b>","z","Evolution","Selection","T","F","F","false","",""
"","9887","html-keyboard-response","9","2.0.0","101979","pu6xjubugx8","gazelle","<b><font size=6>Whales are more closely related to plants than fish.</font></b>","m","Evolution","Common ancestry","F","F","F","true","",""
"","18971","html-keyboard-response","10","2.0.0","121452","pu6xjubugx8","gazelle","<b><font size=6>Humans are descended from tree-dwelling creatures.</font></b>","m","Evolution","Phylogeny","T","T","T","false","",""
"","4288","html-keyboard-response","11","2.0.0","126242","pu6xjubugx8","gazelle","<b><font size=6>Evolution requires differential survival.</font></b>","z","Evolution","Variation","T","T","T","true","",""
"","2826","html-keyboard-response","12","2.0.0","129570","pu6xjubugx8","gazelle","<b><font size=6>Individual organisms evolve.</font></b>","z","Evolution","Adaptation","T","F","F","false","",""
"","18932","html-keyboard-response","13","2.0.0","149005","pu6xjubugx8","gazelle","<b><font size=6>Humans are descended from chimpanzees.</font></b>","m","Evolution","Phylogeny","T","F","F","true","",""
"","5016","html-keyboard-response","14","2.0.0","154523","pu6xjubugx8","gazelle","<b><font size=6>Humans are more closely related to apes than monkeys.</font></b>","z","Evolution","Common ancestry","T","T","T","true","",""
"","3793","html-keyboard-response","15","2.0.0","158818","pu6xjubugx8","gazelle","<b><font size=6>Most organisms live in temperate climates.</font></b>","z","Evolution","Selection","F","F","F","false","",""
"","5442","html-keyboard-response","16","2.0.0","164762","pu6xjubugx8","gazelle","<b><font size=6>Evolution requires climate stability.</font></b>","m","Evolution","Variation","F","F","F","true","",""
"","3082","html-keyboard-response","17","2.0.0","168346","pu6xjubugx8","gazelle","<b><font size=6>Evolution requires long periods of time.</font></b>","z","Evolution","Variation","T","F","F","false","",""
"","6265","html-keyboard-response","18","2.0.0","175114","pu6xjubugx8","gazelle","<b><font size=6>Evolution requires within-species variation.</font></b>","z","Evolution","Variation","F","T","T","true","",""
"","7296","html-keyboard-response","19","2.0.0","182911","pu6xjubugx8","gazelle","<b><font size=6>Most organisms are adapted to their environment.</font></b>","z","Evolution","Selection","T","T","T","true","",""
"","5789","html-keyboard-response","20","2.0.0","189202","pu6xjubugx8","gazelle","<b><font size=6>Apes are more closely related to monkeys than humans.</font></b>","m","Evolution","Common ancestry","T","F","F","true","",""
"","4855","html-keyboard-response","21","2.0.0","194559","pu6xjubugx8","gazelle","<b><font size=6>Humans are descended from sea-dwelling creatures.</font></b>","m","Evolution","Phylogeny","F","T","T","false","",""
"","5530","html-keyboard-response","22","2.0.0","200591","pu6xjubugx8","gazelle","<b><font size=6>Whales are more closely related to humans than fish.</font></b>","m","Evolution","Common ancestry","F","T","T","false","",""
"","8032","html-keyboard-response","23","2.0.0","209125","pu6xjubugx8","gazelle","<b><font size=6>Most organisms die before leaving offspring.</font></b>","m","Evolution","Selection","F","T","T","false","",""
"","3533","html-keyboard-response","24","2.0.0","213160","pu6xjubugx8","gazelle","<b><font size=6>Biological species evolve.</font></b>","z","Evolution","Adaptation","T","T","T","true","",""
"","4027","html-keyboard-response","25","2.0.0","217689","pu6xjubugx8","gazelle","<b><font size=6>Computer viruses evolve.</font></b>","z","Evolution","Adaptation","F","T","T","true","",""
