"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","stimulus","response","Category","Concept","T1","T2","CorrectAnswer","correct","reflection1","reflection2"
"true","1350","fullscreen","0","null","2380","p0gn130e5rf","parrot","","","","","","","","","",""
"","1678","html-keyboard-response","1","2.0.0","4061","p0gn130e5rf","parrot","This trial will be in fullscreen mode. Press any key to begin."," ","","","","","","","",""
"","864","html-keyboard-response","2","2.0.0","5427","p0gn130e5rf","parrot","Welcome to the experiment. Press any key to begin."," ","","","","","","","",""
"","2542","survey-text","3","2.0.0","8477","p0gn130e5rf","parrot","","{""participant_id"":""parrot""}","","","","","","","",""
"","4828","html-keyboard-response","4","2.0.0","13809","p0gn130e5rf","parrot","<p>Welcome to the experiment!</p><p>In this task, you will see a series of scientific statements.</p><p>Your job is to decide whether each statement is true or false.</p><p>Press 'z' if you think the statement is true and 'm' if you think it is false.</p><p>Press any key to begin.</p>"," ","","","","","","","",""
"","null","html-keyboard-response","5","2.0.0","15513","p0gn130e5rf","parrot","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Waves</font></b>","null","","","","","","","",""
"","7956","html-keyboard-response","6","2.0.0","23973","p0gn130e5rf","parrot","<b><font size=6>Black objects reflect all colors of light.</font></b>","z","Waves","Light","T","F","F","false","",""
"","1591","html-keyboard-response","7","2.0.0","26067","p0gn130e5rf","parrot","<b><font size=6>Shadows contain all colors of light.</font></b>","z","Waves","Light","F","F","F","false","",""
"","2945","html-keyboard-response","8","2.0.0","29514","p0gn130e5rf","parrot","<b><font size=6>Sounds can be near or far.</font></b>","z","Waves","Sound","T","F","F","false","",""
"","1978","html-keyboard-response","9","2.0.0","31994","p0gn130e5rf","parrot","<b><font size=6>Foam reflects sound.</font></b>","m","Waves","Reflection","F","F","F","true","",""
"","1198","html-keyboard-response","10","2.0.0","33695","p0gn130e5rf","parrot","<b><font size=6>Mirrors reflect light.</font></b>","z","Waves","Reflection","T","T","T","true","",""
