"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","stimulus","response","Category","Concept","T1","T2","CorrectAnswer","correct","reflection1","reflection2"
"true","911","fullscreen","0","null","1914","pjryf9dtlky","shark","","","","","","","","","",""
"","1496","html-keyboard-response","1","2.0.0","3411","pjryf9dtlky","shark","This trial will be in fullscreen mode. Press any key to begin."," ","","","","","","","",""
"","602","html-keyboard-response","2","2.0.0","4520","pjryf9dtlky","shark","Welcome to the experiment. Press any key to begin."," ","","","","","","","",""
"","2352","survey-text","3","2.0.0","7385","pjryf9dtlky","shark","","{""participant_id"":""shark""}","","","","","","","",""
"","1610","html-keyboard-response","4","2.0.0","9500","pjryf9dtlky","shark","<p>Welcome to the experiment!</p><p>In this task, you will see a series of scientific statements.</p><p>Your job is to decide whether each statement is true or false.</p><p>Press 'z' if you think the statement is true and 'm' if you think it is false.</p><p>Press any key to begin.</p>","z","","","","","","","",""
"","null","html-keyboard-response","5","2.0.0","11207","pjryf9dtlky","shark","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Evolution</font></b>","null","","","","","","","",""
"","5376","html-keyboard-response","6","2.0.0","17096","pjryf9dtlky","shark","<b><font size=6>Most organisms have plenty to eat.</font></b>","m","Evolution","Selection","T","F","F","true","",""
"","1274","html-keyboard-response","7","2.0.0","18872","pjryf9dtlky","shark","<b><font size=6>Humans are descended from plants.</font></b>","m","Evolution","Phylogeny","F","F","F","true","",""
"","2674","html-keyboard-response","8","2.0.0","22048","pjryf9dtlky","shark","<b><font size=6>Most organisms are adapted to their environment.</font></b>","z","Evolution","Selection","T","T","T","true","",""
"","1280","html-keyboard-response","9","2.0.0","23838","pjryf9dtlky","shark","<b><font size=6>Humans are descended from chimpanzees.</font></b>","m","Evolution","Phylogeny","T","F","F","true","",""
"","2363","html-keyboard-response","10","2.0.0","26709","pjryf9dtlky","shark","<b><font size=6>Evolution requires climate stability.</font></b>","z","Evolution","Variation","F","F","F","false","",""
"","6544","html-keyboard-response","11","2.0.0","33769","pjryf9dtlky","shark","<b><font size=6>Most organisms die before leaving offspring.</font></b>","m","Evolution","Selection","F","T","T","false","",""
"","1596","html-keyboard-response","12","2.0.0","35867","pjryf9dtlky","shark","<b><font size=6>Biological species evolve.</font></b>","z","Evolution","Adaptation","T","T","T","true","",""
"","928","html-keyboard-response","13","2.0.0","37309","pjryf9dtlky","shark","<b><font size=6>Computer viruses evolve.</font></b>","m","Evolution","Adaptation","F","T","T","false","",""
"","1162","html-keyboard-response","14","2.0.0","38982","pjryf9dtlky","shark","<b><font size=6>Individual organisms evolve.</font></b>","m","Evolution","Adaptation","T","F","F","true","",""
"","1607","html-keyboard-response","15","2.0.0","41102","pjryf9dtlky","shark","<b><font size=6>Evolution requires long periods of time.</font></b>","z","Evolution","Variation","T","F","F","false","",""
"","2793","html-keyboard-response","16","2.0.0","44408","pjryf9dtlky","shark","<b><font size=6>Whales are more closely related to plants than fish.</font></b>","m","Evolution","Common ancestry","F","F","F","true","",""
"","5405","html-keyboard-response","17","2.0.0","50316","pjryf9dtlky","shark","<b><font size=6>Evolution requires differential survival.</font></b>","z","Evolution","Variation","T","T","T","true","",""
"","2386","html-keyboard-response","18","2.0.0","53208","pjryf9dtlky","shark","<b><font size=6>Whales are more closely related to humans than fish.</font></b>","z","Evolution","Common ancestry","F","T","T","true","",""
"","2815","html-keyboard-response","19","2.0.0","56525","pjryf9dtlky","shark","<b><font size=6>Evolution requires within-species variation.</font></b>","z","Evolution","Variation","F","T","T","true","",""
"","1495","html-keyboard-response","20","2.0.0","58535","pjryf9dtlky","shark","<b><font size=6>Humans are descended from tree-dwelling creatures.</font></b>","m","Evolution","Phylogeny","T","T","T","false","",""
"","5421","html-keyboard-response","21","2.0.0","64457","pjryf9dtlky","shark","<b><font size=6>Apes are more closely related to monkeys than humans.</font></b>","m","Evolution","Common ancestry","T","F","F","true","",""
"","1899","html-keyboard-response","22","2.0.0","66861","pjryf9dtlky","shark","<b><font size=6>Humans are descended from sea-dwelling creatures.</font></b>","z","Evolution","Phylogeny","F","T","T","true","",""
"","1589","html-keyboard-response","23","2.0.0","68955","pjryf9dtlky","shark","<b><font size=6>Most organisms live in temperate climates.</font></b>","z","Evolution","Selection","F","F","F","false","",""
"","2848","html-keyboard-response","24","2.0.0","72313","pjryf9dtlky","shark","<b><font size=6>Humans are more closely related to apes than monkeys.</font></b>","z","Evolution","Common ancestry","T","T","T","true","",""
"","1832","html-keyboard-response","25","2.0.0","74655","pjryf9dtlky","shark","<b><font size=6>Inanimate objects evolve.</font></b>","m","Evolution","Adaptation","F","F","F","true","",""
"","null","html-keyboard-response","26","2.0.0","76877","pjryf9dtlky","shark","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Genetics</font></b>","null","","","","","","","",""
"","3753","html-keyboard-response","27","2.0.0","81138","pjryf9dtlky","shark","<b><font size=6>Viruses can change one's genome.</font></b>","z","Genetics","Mutation","F","T","T","true","",""
"","8372","html-keyboard-response","28","2.0.0","90022","pjryf9dtlky","shark","<b><font size=6>Humans have more chromosomes than mosquitoes.</font></b>","z","Genetics","Chromosome","T","T","T","true","",""
"","12764","html-keyboard-response","29","2.0.0","103300","pjryf9dtlky","shark","<b><font size=6>Hair color is heritable.</font></b>","z","Genetics","Heritability","T","T","T","true","",""
"","7862","html-keyboard-response","30","2.0.0","111675","pjryf9dtlky","shark","<b><font size=6>Immunity to chickenpox is heritable.</font></b>","m","Genetics","Heritability","T","F","F","true","",""
"","3333","html-keyboard-response","31","2.0.0","115516","pjryf9dtlky","shark","<b><font size=6>Men have more chromosomes than women.</font></b>","m","Genetics","Chromosome","F","F","F","true","",""
"","10459","html-keyboard-response","32","2.0.0","126491","pjryf9dtlky","shark","<b><font size=6>Genes that code for eye color can be found in the eye.</font></b>","z","Genetics","Expression","T","T","T","true","",""
"","5020","html-keyboard-response","33","2.0.0","132020","pjryf9dtlky","shark","<b><font size=6>Two brown-eyed parents could have a blue-eyed baby.</font></b>","z","Genetics","Dominance","F","T","T","true","",""
"","3449","html-keyboard-response","34","2.0.0","135984","pjryf9dtlky","shark","<b><font size=6>Radiation can change one's genome.</font></b>","z","Genetics","Mutation","T","T","T","true","",""
"","1815","html-keyboard-response","35","2.0.0","138308","pjryf9dtlky","shark","<b><font size=6>Pierced ears are heritable.</font></b>","m","Genetics","Heritability","F","F","F","true","",""
"","2860","html-keyboard-response","36","2.0.0","141681","pjryf9dtlky","shark","<b><font size=6>Exercise can change one's genome.</font></b>","m","Genetics","Mutation","T","F","F","true","",""
"","3758","html-keyboard-response","37","2.0.0","145945","pjryf9dtlky","shark","<b><font size=6>Genes that code for eye color can be found in tears.</font></b>","m","Genetics","Expression","T","F","F","true","",""
"","8371","html-keyboard-response","38","2.0.0","154830","pjryf9dtlky","shark","<b><font size=6>Skin cells have more chromosomes than egg cells.</font></b>","z","Genetics","Chromosome","F","T","T","true","",""
"","2860","html-keyboard-response","39","2.0.0","158192","pjryf9dtlky","shark","<b><font size=6>Adults have more chromosomes than children.</font></b>","m","Genetics","Chromosome","T","F","F","true","",""
