"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","stimulus","response","Category","Concept","T1","T2","CorrectAnswer","correct","reflection1","reflection2"
"true","2130","fullscreen","0","null","3147","pa783u95vrl","manatee","","","","","","","","","",""
"","1329","html-keyboard-response","1","2.0.0","4481","pa783u95vrl","manatee","This trial will be in fullscreen mode. Press any key to begin.","Enter","","","","","","","",""
"","1113","html-keyboard-response","2","2.0.0","6110","pa783u95vrl","manatee","Welcome to the experiment. Press any key to begin.","Enter","","","","","","","",""
"","4188","survey-text","3","2.0.0","10812","pa783u95vrl","manatee","","{""participant_id"":""manatee""}","","","","","","","",""
"","10502","html-keyboard-response","4","2.0.0","21818","pa783u95vrl","manatee","<p>Welcome to the experiment!</p><p>In this task, you will see a series of scientific statements.</p><p>Your job is to decide whether each statement is true or false.</p><p>Press 'z' if you think the statement is true and 'm' if you think it is false.</p><p>Press any key to begin.</p>","Enter","","","","","","","",""
"","null","html-keyboard-response","5","2.0.0","23534","pa783u95vrl","manatee","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Astronomy</font></b>","null","","","","","","","",""
"","3035","html-keyboard-response","6","2.0.0","27080","pa783u95vrl","manatee","<b><font size=6>The sun produces light.</font></b>","z","Astronomy","Star","T","T","T","true","",""
"","3316","html-keyboard-response","7","2.0.0","30915","pa783u95vrl","manatee","<b><font size=6>The moon revolves around the earth.</font></b>","z","Astronomy","Solar system","T","T","T","true","",""
"","10250","html-keyboard-response","8","2.0.0","41675","pa783u95vrl","manatee","<b><font size=6>Phases of the moon are caused by changes in illumination.</font></b>","m","Astronomy","Lunar phase","T","T","T","false","",""
"","4724","html-keyboard-response","9","2.0.0","46915","pa783u95vrl","manatee","<b><font size=6>Phases of the moon are caused by clouds.</font></b>","m","Astronomy","Lunar phase","F","F","F","true","",""
"","2029","html-keyboard-response","10","2.0.0","49452","pa783u95vrl","manatee","<b><font size=6>The moon produces light.</font></b>","m","Astronomy","Star","T","F","F","true","",""
"","2168","html-keyboard-response","11","2.0.0","52131","pa783u95vrl","manatee","<b><font size=6>Phases of the moon are caused by the moon's orbit.</font></b>","z","Astronomy","Lunar phase","F","T","T","true","",""
