"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","stimulus","response","Category","Concept","T1","T2","CorrectAnswer","correct","reflection1","reflection2"
"true","1173","fullscreen","0","null","2194","pkv2n3fmc16","flamingo","","","","","","","","","",""
"","2260","html-keyboard-response","1","2.0.0","4455","pkv2n3fmc16","flamingo","This trial will be in fullscreen mode. Press any key to begin."," ","","","","","","","",""
"","1078","html-keyboard-response","2","2.0.0","6035","pkv2n3fmc16","flamingo","Welcome to the experiment. Press any key to begin."," ","","","","","","","",""
"","3951","survey-text","3","2.0.0","10491","pkv2n3fmc16","flamingo","","{""participant_id"":""flamingo""}","","","","","","","",""
"","6262","html-keyboard-response","4","2.0.0","17255","pkv2n3fmc16","flamingo","<p>Welcome to the experiment!</p><p>In this task, you will see a series of scientific statements.</p><p>Your job is to decide whether each statement is true or false.</p><p>Press 'z' if you think the statement is true and 'm' if you think it is false.</p><p>Press any key to begin.</p>"," ","","","","","","","",""
"","null","html-keyboard-response","5","2.0.0","18958","pkv2n3fmc16","flamingo","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Physiology</font></b>","null","","","","","","","",""
"","3447","html-keyboard-response","6","2.0.0","22908","pkv2n3fmc16","flamingo","<b><font size=6>Ferns can reproduce.</font></b>","m","Physiology","Reproduction","F","T","T","false","",""
"","2220","html-keyboard-response","7","2.0.0","25631","pkv2n3fmc16","flamingo","<b><font size=6>A baby can be a niece or a nephew.</font></b>","z","Physiology","Kinship","T","T","T","true","",""
"","2037","html-keyboard-response","8","2.0.0","28170","pkv2n3fmc16","flamingo","<b><font size=6>Screwdrivers can die.</font></b>","m","Physiology","Death","F","F","F","true","",""
"","2594","html-keyboard-response","9","2.0.0","31266","pkv2n3fmc16","flamingo","<b><font size=6>Plants turn food into energy.</font></b>","z","Physiology","Metabolism","T","F","F","false","",""
"","2418","html-keyboard-response","10","2.0.0","34186","pkv2n3fmc16","flamingo","<b><font size=6>Clouds can die.</font></b>","z","Physiology","Death","T","F","F","false","",""
"","1046","html-keyboard-response","11","2.0.0","35734","pkv2n3fmc16","flamingo","<b><font size=6>Mushrooms can die.</font></b>","z","Physiology","Death","F","T","T","true","",""
"","3393","html-keyboard-response","12","2.0.0","39628","pkv2n3fmc16","flamingo","<b><font size=6>Bacteria turn food into energy.</font></b>","z","Physiology","Metabolism","F","T","T","true","",""
"","1440","html-keyboard-response","13","2.0.0","41570","pkv2n3fmc16","flamingo","<b><font size=6>Chairs can reproduce.</font></b>","m","Physiology","Reproduction","F","F","F","true","",""
"","1961","html-keyboard-response","14","2.0.0","44033","pkv2n3fmc16","flamingo","<b><font size=6>A baby can be an uncle or an aunt.</font></b>","z","Physiology","Kinship","F","T","T","true","",""
"","4003","html-keyboard-response","15","2.0.0","48539","pkv2n3fmc16","flamingo","<b><font size=6>A baby can be identical to an older sibling.</font></b>","m","Physiology","Kinship","T","F","F","true","",""
"","1344","html-keyboard-response","16","2.0.0","50385","pkv2n3fmc16","flamingo","<b><font size=6>Fish are alive.</font></b>","z","Physiology","Life","T","T","T","true","",""
"","1441","html-keyboard-response","17","2.0.0","52327","pkv2n3fmc16","flamingo","<b><font size=6>Rocks turn food into energy.</font></b>","m","Physiology","Metabolism","F","F","F","true","",""
"","835","html-keyboard-response","18","2.0.0","53664","pkv2n3fmc16","flamingo","<b><font size=6>Turtles can die.</font></b>","z","Physiology","Death","T","T","T","true","",""
"","983","html-keyboard-response","19","2.0.0","55150","pkv2n3fmc16","flamingo","<b><font size=6>Tigers can reproduce.</font></b>","z","Physiology","Reproduction","T","T","T","true","",""
"","1158","html-keyboard-response","20","2.0.0","56810","pkv2n3fmc16","flamingo","<b><font size=6>Coral is alive.</font></b>","z","Physiology","Life","F","T","T","true","",""
"","733","html-keyboard-response","21","2.0.0","58046","pkv2n3fmc16","flamingo","<b><font size=6>The sun is alive.</font></b>","z","Physiology","Life","T","F","F","false","",""
"","7694","html-keyboard-response","22","2.0.0","66242","pkv2n3fmc16","flamingo","<b><font size=6>A baby can be a mother or a father.</font></b>","z","Physiology","Kinship","F","F","F","false","",""
"","1283","html-keyboard-response","23","2.0.0","68027","pkv2n3fmc16","flamingo","<b><font size=6>Rocks are alive.</font></b>","z","Physiology","Life","F","F","F","false","",""
"","1059","html-keyboard-response","24","2.0.0","69587","pkv2n3fmc16","flamingo","<b><font size=6>Caterpillars can reproduce.</font></b>","z","Physiology","Reproduction","T","F","F","false","",""
"","1324","html-keyboard-response","25","2.0.0","71412","pkv2n3fmc16","flamingo","<b><font size=6>People turn food into energy.</font></b>","z","Physiology","Metabolism","T","T","T","true","",""
"","null","html-keyboard-response","26","2.0.0","73615","pkv2n3fmc16","flamingo","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Germs</font></b>","null","","","","","","","",""
"","3032","html-keyboard-response","27","2.0.0","77150","pkv2n3fmc16","flamingo","<b><font size=6>Germs enter the body through cuts.</font></b>","z","Germs","Infection","T","T","T","true","",""
"","2920","html-keyboard-response","28","2.0.0","80571","pkv2n3fmc16","flamingo","<b><font size=6>Germs have a shape.</font></b>","z","Germs","Microbe","T","T","T","true","",""
"","2038","html-keyboard-response","29","2.0.0","83111","pkv2n3fmc16","flamingo","<b><font size=6>Germs enter the body through the skin.</font></b>","z","Germs","Infection","T","F","F","false","",""
"","1407","html-keyboard-response","30","2.0.0","85019","pkv2n3fmc16","flamingo","<b><font size=6>Alcohol kills germs.</font></b>","z","Germs","Sterilization","T","T","T","true","",""
"","2542","html-keyboard-response","31","2.0.0","88062","pkv2n3fmc16","flamingo","<b><font size=6>Being depressed can make a person sick.</font></b>","z","Germs","Contagion","F","T","T","true","",""
"","1460","html-keyboard-response","32","2.0.0","90024","pkv2n3fmc16","flamingo","<b><font size=6>Germs have an odor.</font></b>","m","Germs","Microbe","T","F","F","true","",""
"","1299","html-keyboard-response","33","2.0.0","91824","pkv2n3fmc16","flamingo","<b><font size=6>Water kills germs.</font></b>","m","Germs","Sterilization","T","F","F","true","",""
"","1542","html-keyboard-response","34","2.0.0","93866","pkv2n3fmc16","flamingo","<b><font size=6>Germs enter the body through the eyes.</font></b>","z","Germs","Infection","F","T","T","true","",""
"","2843","html-keyboard-response","35","2.0.0","97210","pkv2n3fmc16","flamingo","<b><font size=6>Urine contains germs.</font></b>","m","Germs","Contamination","T","F","F","true","",""
"","2193","html-keyboard-response","36","2.0.0","99904","pkv2n3fmc16","flamingo","<b><font size=6>Sunshine contains germs.</font></b>","m","Germs","Contamination","F","F","F","true","",""
"","2843","html-keyboard-response","37","2.0.0","103249","pkv2n3fmc16","flamingo","<b><font size=6>Kindness kills germs.</font></b>","z","Germs","Sterilization","F","F","F","false","",""
"","4979","html-keyboard-response","38","2.0.0","108730","pkv2n3fmc16","flamingo","<b><font size=6>Germs enter the body through the hair.</font></b>","m","Germs","Infection","F","F","F","true","",""
"","3465","html-keyboard-response","39","2.0.0","112697","pkv2n3fmc16","flamingo","<b><font size=6>Being cold can make a person sick.</font></b>","z","Germs","Contagion","T","F","F","false","",""
"","1320","html-keyboard-response","40","2.0.0","114518","pkv2n3fmc16","flamingo","<b><font size=6>Germs have DNA.</font></b>","z","Germs","Microbe","F","T","T","true","",""
"","1566","html-keyboard-response","41","2.0.0","116587","pkv2n3fmc16","flamingo","<b><font size=6>Being sneezed on can make a person sick.</font></b>","z","Germs","Contagion","T","T","T","true","",""
"","1772","html-keyboard-response","42","2.0.0","118861","pkv2n3fmc16","flamingo","<b><font size=6>Being happy can make a person sick.</font></b>","m","Germs","Contagion","F","F","F","true","",""
"","1633","html-keyboard-response","43","2.0.0","120996","pkv2n3fmc16","flamingo","<b><font size=6>Dish sponges contain germs.</font></b>","z","Germs","Contamination","F","T","T","true","",""
"","1027","html-keyboard-response","44","2.0.0","122524","pkv2n3fmc16","flamingo","<b><font size=6>Rotting meat contains germs.</font></b>","z","Germs","Contamination","T","T","T","true","",""
"","1277","html-keyboard-response","45","2.0.0","124302","pkv2n3fmc16","flamingo","<b><font size=6>Heat kills germs.</font></b>","z","Germs","Sterilization","F","T","T","true","",""
"","1241","html-keyboard-response","46","2.0.0","126044","pkv2n3fmc16","flamingo","<b><font size=6>Germs have feelings.</font></b>","m","Germs","Microbe","F","F","F","true","",""
"","null","html-keyboard-response","47","2.0.0","128246","pkv2n3fmc16","flamingo","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Matter</font></b>","null","","","","","","","",""
"","7089","html-keyboard-response","48","2.0.0","135838","pkv2n3fmc16","flamingo","<b><font size=6>A cold penny is denser than a hot penny.</font></b>","m","Matter","Density","F","T","T","false","",""
"","2959","html-keyboard-response","49","2.0.0","139299","pkv2n3fmc16","flamingo","<b><font size=6>Fire is composed of matter.</font></b>","z","Matter","Mass","T","F","F","false","",""
"","2280","html-keyboard-response","50","2.0.0","142081","pkv2n3fmc16","flamingo","<b><font size=6>Atoms are weightless.</font></b>","z","Matter","Atom","T","F","F","false","",""
"","5044","html-keyboard-response","51","2.0.0","147627","pkv2n3fmc16","flamingo","<b><font size=6>Atoms are visible to the naked eye.</font></b>","m","Matter","Atom","F","F","F","true","",""
"","1965","html-keyboard-response","52","2.0.0","150093","pkv2n3fmc16","flamingo","<b><font size=6>Atoms are the constituents of matter.</font></b>","z","Matter","Atom","T","T","T","true","",""
"","5098","html-keyboard-response","53","2.0.0","155693","pkv2n3fmc16","flamingo","<b><font size=6>Steel is denser than foam.</font></b>","z","Matter","Density","T","T","T","true","",""
