"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","stimulus","response","Category","Concept","T1","T2","CorrectAnswer","correct","reflection1","reflection2"
"true","1875","fullscreen","0","null","2909","pykwb0apwsj","p6","","","","","","","","","",""
"","1735","html-keyboard-response","1","2.0.0","4647","pykwb0apwsj","p6","This trial will be in fullscreen mode. Press any key to begin."," ","","","","","","","",""
"","908","html-keyboard-response","2","2.0.0","6057","pykwb0apwsj","p6","Welcome to the experiment. Press any key to begin."," ","","","","","","","",""
"","9230","survey-text","3","2.0.0","15791","pykwb0apwsj","p6","","{""participant_id"":""p6""}","","","","","","","",""
"","2496","html-keyboard-response","4","2.0.0","18790","pykwb0apwsj","p6","<p>Welcome to the experiment!</p><p>In this task, you will see a series of scientific statements.</p><p>Your job is to decide whether each statement is true or false.</p><p>Press 'z' if you think the statement is true and 'm' if you think it is false.</p><p>Press any key to begin.</p>"," ","","","","","","","",""
"","null","html-keyboard-response","5","2.0.0","20493","pykwb0apwsj","p6","<p><font-size=8>All the following statements are in category:</font></p><b><font size=10><font color=blue>Astronomy</font></b>","null","","","","","","","",""
"","20650","html-keyboard-response","6","2.0.0","41646","pykwb0apwsj","p6","<b><font size=6>Phases of the moon are caused by clouds.</font></b>","z","Astronomy","Lunar phase","F","F","F","false","",""
"","688","html-keyboard-response","7","2.0.0","42837","pykwb0apwsj","p6","<b><font size=6>Phases of the moon are caused by the earth's shadow.</font></b>","z","Astronomy","Lunar phase","T","F","F","false","",""
"","306","html-keyboard-response","8","2.0.0","43645","pykwb0apwsj","p6","<b><font size=6>Phases of the moon are caused by changes in illumination.</font></b>","m","Astronomy","Lunar phase","T","T","T","false","",""
"","242","html-keyboard-response","9","2.0.0","44389","pykwb0apwsj","p6","<b><font size=6>The moon revolves around the earth.</font></b>","z","Astronomy","Solar system","T","T","T","true","",""
"","218","html-keyboard-response","10","2.0.0","45109","pykwb0apwsj","p6","<b><font size=6>Asteroids are more massive than planets.</font></b>","m","Astronomy","Planet","F","F","F","true","",""
"","219","html-keyboard-response","11","2.0.0","45829","pykwb0apwsj","p6","<b><font size=6>The earth's rotation causes the seasons.</font></b>","z","Astronomy","Season","F","F","F","false","",""
"","282","html-keyboard-response","12","2.0.0","46613","pykwb0apwsj","p6","<b><font size=6>The earth's distance from the sun causes the seasons.</font></b>","m","Astronomy","Season","T","F","F","true","",""
"","186","html-keyboard-response","13","2.0.0","47301","pykwb0apwsj","p6","<b><font size=6>The sun revolves around the moon.</font></b>","z","Astronomy","Solar system","F","F","F","false","",""
"","234","html-keyboard-response","14","2.0.0","48036","pykwb0apwsj","p6","<b><font size=6>The earth's tilt causes the seasons.</font></b>","m","Astronomy","Season","F","T","T","false","",""
"","227","html-keyboard-response","15","2.0.0","48765","pykwb0apwsj","p6","<b><font size=6>The earth revolves around the sun.</font></b>","z","Astronomy","Solar system","F","T","T","true","",""
"","194","html-keyboard-response","16","2.0.0","49460","pykwb0apwsj","p6","<b><font size=6>Planets are more massive than stars.</font></b>","m","Astronomy","Planet","T","F","F","true","",""
"","235","html-keyboard-response","17","2.0.0","50197","pykwb0apwsj","p6","<b><font size=6>A change in overall sunlight causes the seasons.</font></b>","z","Astronomy","Season","T","T","T","true","",""
"","290","html-keyboard-response","18","2.0.0","50989","pykwb0apwsj","p6","<b><font size=6>The sun produces sound.</font></b>","m","Astronomy","Star","F","F","F","true","",""
"","370","html-keyboard-response","19","2.0.0","51861","pykwb0apwsj","p6","<b><font size=6>The sun produces gravity.</font></b>","z","Astronomy","Star","F","T","T","true","",""
"","306","html-keyboard-response","20","2.0.0","52668","pykwb0apwsj","p6","<b><font size=6>Stars are more massive than planets.</font></b>","m","Astronomy","Planet","F","T","T","false","",""
"","418","html-keyboard-response","21","2.0.0","53589","pykwb0apwsj","p6","<b><font size=6>The sun produces light.</font></b>","z","Astronomy","Star","T","T","T","true","",""
"","594","html-keyboard-response","22","2.0.0","54684","pykwb0apwsj","p6","<b><font size=6>Phases of the moon are caused by the moon's orbit.</font></b>","m","Astronomy","Lunar phase","F","T","T","false","",""
"","333","html-keyboard-response","23","2.0.0","55519","pykwb0apwsj","p6","<b><font size=6>The sun revolves around the earth.</font></b>","m","Astronomy","Solar system","T","F","F","true","",""
"","424","html-keyboard-response","24","2.0.0","56445","pykwb0apwsj","p6","<b><font size=6>The moon produces light.</font></b>","m","Astronomy","Star","T","F","F","true","",""
"","405","html-keyboard-response","25","2.0.0","57351","pykwb0apwsj","p6","<b><font size=6>Planets are more massive than moons.</font></b>","m","Astronomy","Planet","T","T","T","false","",""
"","null","html-keyboard-response","26","2.0.0","59555","pykwb0apwsj","p6","<p><font-size=8>All the following statements are in category:</font></p><b><font size=10><font color=blue>Matter</font></b>","null","","","","","","","",""
"","1644","html-keyboard-response","27","2.0.0","61700","pykwb0apwsj","p6","<b><font size=6>Fire is composed of matter.</font></b>","z","Matter","Mass","T","F","F","false","",""
"","289","html-keyboard-response","28","2.0.0","62492","pykwb0apwsj","p6","<b><font size=6>A cold penny is denser than a hot penny.</font></b>","m","Matter","Density","F","T","T","false","",""
"","380","html-keyboard-response","29","2.0.0","63373","pykwb0apwsj","p6","<b><font size=6>A pound of steel weighs more than a ton of steel.</font></b>","z","Matter","Weight","F","F","F","false","",""
"","345","html-keyboard-response","30","2.0.0","64220","pykwb0apwsj","p6","<b><font size=6>A log can be cut in half.</font></b>","m","Matter","Divisibility","T","T","T","false","",""
"","291","html-keyboard-response","31","2.0.0","65013","pykwb0apwsj","p6","<b><font size=6>An idea can be cut in half.</font></b>","z","Matter","Divisibility","F","F","F","false","",""
"","305","html-keyboard-response","32","2.0.0","65820","pykwb0apwsj","p6","<b><font size=6>Ice is denser than water.</font></b>","m","Matter","Density","T","F","F","true","",""
"","259","html-keyboard-response","33","2.0.0","66580","pykwb0apwsj","p6","<b><font size=6>Air is composed of matter.</font></b>","z","Matter","Mass","F","T","T","true","",""
"","362","html-keyboard-response","34","2.0.0","67444","pykwb0apwsj","p6","<b><font size=6>Rocks are composed of matter.</font></b>","m","Matter","Mass","T","T","T","false","",""
"","236","html-keyboard-response","35","2.0.0","68181","pykwb0apwsj","p6","<b><font size=6>Atoms are visible to the naked eye.</font></b>","z","Matter","Atom","F","F","F","false","",""
"","345","html-keyboard-response","36","2.0.0","69028","pykwb0apwsj","p6","<b><font size=6>Numbers are composed of matter.</font></b>","m","Matter","Mass","F","F","F","true","",""
"","227","html-keyboard-response","37","2.0.0","69756","pykwb0apwsj","p6","<b><font size=6>A liter of water weighs more than a liter of ice.</font></b>","z","Matter","Weight","F","T","T","true","",""
"","353","html-keyboard-response","38","2.0.0","70612","pykwb0apwsj","p6","<b><font size=6>Foam is denser than brick.</font></b>","m","Matter","Density","F","F","F","true","",""
"","267","html-keyboard-response","39","2.0.0","71380","pykwb0apwsj","p6","<b><font size=6>A shadow can be cut in half.</font></b>","z","Matter","Divisibility","T","F","F","false","",""
"","282","html-keyboard-response","40","2.0.0","72164","pykwb0apwsj","p6","<b><font size=6>Atoms are weightless.</font></b>","m","Matter","Atom","T","F","F","true","",""
"","315","html-keyboard-response","41","2.0.0","72980","pykwb0apwsj","p6","<b><font size=6>Atoms are mostly empty space.</font></b>","z","Matter","Atom","F","T","T","true","",""
"","322","html-keyboard-response","42","2.0.0","73805","pykwb0apwsj","p6","<b><font size=6>Steel is denser than foam.</font></b>","m","Matter","Density","T","T","T","false","",""
"","241","html-keyboard-response","43","2.0.0","74548","pykwb0apwsj","p6","<b><font size=6>Atoms are the constituents of matter.</font></b>","z","Matter","Atom","T","T","T","true","",""
"","362","html-keyboard-response","44","2.0.0","75412","pykwb0apwsj","p6","<b><font size=6>A liter of water weighs more than a liter of air.</font></b>","m","Matter","Weight","T","T","T","false","",""
"","266","html-keyboard-response","45","2.0.0","76181","pykwb0apwsj","p6","<b><font size=6>A pound of steel weighs more than a pound of feathers.</font></b>","z","Matter","Weight","T","F","F","false","",""
"","626","html-keyboard-response","46","2.0.0","77308","pykwb0apwsj","p6","<b><font size=6>A grain of sand can be cut in half.</font></b>","m","Matter","Divisibility","F","T","T","false","",""
"","298","html-keyboard-response","47","2.0.0","78108","pykwb0apwsj","p6","<p><font-size=8>All the following statements are in category:</font></p><b><font size=10><font color=blue>Genetics</font></b>","z","","","","","","","",""
"","458","html-keyboard-response","48","2.0.0","79068","pykwb0apwsj","p6","<b><font size=6>Adults have more chromosomes than children.</font></b>","m","Genetics","Chromosome","T","F","F","true","",""
"","258","html-keyboard-response","49","2.0.0","79828","pykwb0apwsj","p6","<b><font size=6>Humans have more chromosomes than mosquitoes.</font></b>","z","Genetics","Chromosome","T","T","T","true","",""
"","355","html-keyboard-response","50","2.0.0","80685","pykwb0apwsj","p6","<b><font size=6>Pierced ears are heritable.</font></b>","m","Genetics","Heritability","F","F","F","true","",""
"","266","html-keyboard-response","51","2.0.0","81452","pykwb0apwsj","p6","<b><font size=6>Two blue-eyed parents could have a brown-eyed baby.</font></b>","z","Genetics","Dominance","F","F","F","false","",""
"","411","html-keyboard-response","52","2.0.0","82364","pykwb0apwsj","p6","<b><font size=6>Viruses can change one's genome.</font></b>","m","Genetics","Mutation","F","T","T","false","",""
"","258","html-keyboard-response","53","2.0.0","83124","pykwb0apwsj","p6","<b><font size=6>Men have more chromosomes than women.</font></b>","z","Genetics","Chromosome","F","F","F","false","",""
"","299","html-keyboard-response","54","2.0.0","83924","pykwb0apwsj","p6","<b><font size=6>Genes that code for eye color can be found in the eye.</font></b>","m","Genetics","Expression","T","T","T","false","",""
"","218","html-keyboard-response","55","2.0.0","84644","pykwb0apwsj","p6","<b><font size=6>Exercise can change one's genome.</font></b>","z","Genetics","Mutation","T","F","F","false","",""
"","307","html-keyboard-response","56","2.0.0","85452","pykwb0apwsj","p6","<b><font size=6>Two brown-eyed parents could have a brown-eyed baby.</font></b>","m","Genetics","Dominance","T","T","T","false","",""
"","274","html-keyboard-response","57","2.0.0","86228","pykwb0apwsj","p6","<b><font size=6>Sunscreen can change one's genome.</font></b>","z","Genetics","Mutation","F","F","F","false","",""
"","331","html-keyboard-response","58","2.0.0","87060","pykwb0apwsj","p6","<b><font size=6>Genes that code for eye color can be found in tears.</font></b>","m","Genetics","Expression","T","F","F","true","",""
"","388","html-keyboard-response","59","2.0.0","87950","pykwb0apwsj","p6","<b><font size=6>A blue-eyed baby must have two blue-eyed parents.</font></b>","m","Genetics","Dominance","T","F","F","true","",""
"","280","html-keyboard-response","60","2.0.0","88732","pykwb0apwsj","p6","<b><font size=6>Skin cells have more chromosomes than egg cells.</font></b>","m","Genetics","Chromosome","F","T","T","false","",""
"","349","html-keyboard-response","61","2.0.0","89582","pykwb0apwsj","p6","<b><font size=6>Two brown-eyed parents could have a blue-eyed baby.</font></b>","m","Genetics","Dominance","F","T","T","false","",""
"","383","html-keyboard-response","62","2.0.0","90468","pykwb0apwsj","p6","<b><font size=6>Intelligence is heritable.</font></b>","m","Genetics","Heritability","F","T","T","false","",""
"","382","html-keyboard-response","63","2.0.0","91351","pykwb0apwsj","p6","<b><font size=6>Immunity to chickenpox is heritable.</font></b>","m","Genetics","Heritability","T","F","F","true","",""
