"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","stimulus","response","Category","Concept","T1","T2","CorrectAnswer","correct","reflection1","reflection2"
"true","1219","fullscreen","0","null","2229","pdmfqcr3fbl","tiger","","","","","","","","","",""
"","3805","html-keyboard-response","1","2.0.0","6035","pdmfqcr3fbl","tiger","This trial will be in fullscreen mode. Press any key to begin."," ","","","","","","","",""
"","2076","html-keyboard-response","2","2.0.0","8627","pdmfqcr3fbl","tiger","Welcome to the experiment. Press any key to begin."," ","","","","","","","",""
"","5476","survey-text","3","2.0.0","14607","pdmfqcr3fbl","tiger","","{""participant_id"":""tiger""}","","","","","","","",""
"","6354","html-keyboard-response","4","2.0.0","21471","pdmfqcr3fbl","tiger","<p>Welcome to the experiment!</p><p>In this task, you will see a series of scientific statements.</p><p>Your job is to decide whether each statement is true or false.</p><p>Press 'z' if you think the statement is true and 'm' if you think it is false.</p><p>Press any key to begin.</p>"," ","","","","","","","",""
"","null","html-keyboard-response","5","2.0.0","23175","pdmfqcr3fbl","tiger","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Matter</font></b>","null","","","","","","","",""
"","15821","html-keyboard-response","6","2.0.0","39511","pdmfqcr3fbl","tiger","<b><font size=6>A cold penny is denser than a hot penny.</font></b>","z","Matter","Density","F","T","T","true","",""
"","5706","html-keyboard-response","7","2.0.0","45717","pdmfqcr3fbl","tiger","<b><font size=6>Air is composed of matter.</font></b>","z","Matter","Mass","F","T","T","true","",""
"","4331","html-keyboard-response","8","2.0.0","50554","pdmfqcr3fbl","tiger","<b><font size=6>Atoms are visible to the naked eye.</font></b>","m","Matter","Atom","F","F","F","true","",""
"","3549","html-keyboard-response","9","2.0.0","54612","pdmfqcr3fbl","tiger","<b><font size=6>A shadow can be cut in half.</font></b>","m","Matter","Divisibility","T","F","F","true","",""
"","97809","html-keyboard-response","10","2.0.0","152927","pdmfqcr3fbl","tiger","<b><font size=6>Steel is denser than foam.</font></b>","z","Matter","Density","T","T","T","true","",""
"","324743","html-keyboard-response","11","2.0.0","478180","pdmfqcr3fbl","tiger","<b><font size=6>Atoms are the constituents of matter.</font></b>","z","Matter","Atom","T","T","T","true","",""
"","5529","html-keyboard-response","12","2.0.0","484213","pdmfqcr3fbl","tiger","<b><font size=6>Foam is denser than brick.</font></b>","m","Matter","Density","F","F","F","true","",""
"","4861","html-keyboard-response","13","2.0.0","489589","pdmfqcr3fbl","tiger","<b><font size=6>Atoms are weightless.</font></b>","m","Matter","Atom","T","F","F","true","",""
"","9750","html-keyboard-response","14","2.0.0","499848","pdmfqcr3fbl","tiger","<b><font size=6>A pound of steel weighs more than a ton of steel.</font></b>","m","Matter","Weight","F","F","F","true","",""
"","31703","html-keyboard-response","15","2.0.0","532065","pdmfqcr3fbl","tiger","<b><font size=6>A liter of water weighs more than a liter of air.</font></b>","z","Matter","Weight","T","T","T","true","",""
"","5541","html-keyboard-response","16","2.0.0","538120","pdmfqcr3fbl","tiger","<b><font size=6>Atoms are mostly empty space.</font></b>","m","Matter","Atom","F","T","T","false","",""
"","32650","html-keyboard-response","17","2.0.0","571280","pdmfqcr3fbl","tiger","<b><font size=6>A pound of steel weighs more than a pound of feathers.</font></b>","m","Matter","Weight","T","F","F","true","",""
"","7267","html-keyboard-response","18","2.0.0","579051","pdmfqcr3fbl","tiger","<b><font size=6>An idea can be cut in half.</font></b>","m","Matter","Divisibility","F","F","F","true","",""
"","6109","html-keyboard-response","19","2.0.0","585666","pdmfqcr3fbl","tiger","<b><font size=6>A log can be cut in half.</font></b>","z","Matter","Divisibility","T","T","T","true","",""
"","3951","html-keyboard-response","20","2.0.0","590129","pdmfqcr3fbl","tiger","<b><font size=6>Fire is composed of matter.</font></b>","z","Matter","Mass","T","F","F","false","",""
"","8243","html-keyboard-response","21","2.0.0","598874","pdmfqcr3fbl","tiger","<b><font size=6>Rocks are composed of matter.</font></b>","z","Matter","Mass","T","T","T","true","",""
"","4816","html-keyboard-response","22","2.0.0","604193","pdmfqcr3fbl","tiger","<b><font size=6>A grain of sand can be cut in half.</font></b>","z","Matter","Divisibility","F","T","T","true","",""
"","9769","html-keyboard-response","23","2.0.0","614469","pdmfqcr3fbl","tiger","<b><font size=6>Ice is denser than water.</font></b>","m","Matter","Density","T","F","F","true","",""
"","23501","html-keyboard-response","24","2.0.0","638471","pdmfqcr3fbl","tiger","<b><font size=6>A liter of water weighs more than a liter of ice.</font></b>","z","Matter","Weight","F","T","T","true","",""
"","1526435","html-keyboard-response","25","2.0.0","2165408","pdmfqcr3fbl","tiger","<b><font size=6>Numbers are composed of matter.</font></b>","m","Matter","Mass","F","F","F","true","",""
"","null","html-keyboard-response","26","2.0.0","2167628","pdmfqcr3fbl","tiger","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Waves</font></b>","null","","","","","","","",""
"","4833","html-keyboard-response","27","2.0.0","2172976","pdmfqcr3fbl","tiger","<b><font size=6>Red objects absorb red light.</font></b>","z","Waves","Color","T","F","F","false","",""
"","4833","html-keyboard-response","28","2.0.0","2178311","pdmfqcr3fbl","tiger","<b><font size=6>Black objects reflect all colors of light.</font></b>","m","Waves","Light","T","F","F","true","",""
"","11934","html-keyboard-response","29","2.0.0","2190759","pdmfqcr3fbl","tiger","<b><font size=6>Mirrors reflect sound.</font></b>","z","Waves","Reflection","F","T","T","true","",""
"","4213","html-keyboard-response","30","2.0.0","2195485","pdmfqcr3fbl","tiger","<b><font size=6>Shadows contain all colors of light.</font></b>","m","Waves","Light","F","F","F","true","",""
"","4744","html-keyboard-response","31","2.0.0","2200736","pdmfqcr3fbl","tiger","<b><font size=6>Sounds can be direct or reflected.</font></b>","z","Waves","Sound","F","T","T","true","",""
"","50198","html-keyboard-response","32","2.0.0","2251443","pdmfqcr3fbl","tiger","<b><font size=6>Sound travels through foam.</font></b>","z","Waves","Propagation","F","F","F","false","",""
"","21001","html-keyboard-response","33","2.0.0","2272951","pdmfqcr3fbl","tiger","<b><font size=6>Sound travels through a vacuum.</font></b>","m","Waves","Propagation","T","F","F","true","",""
"","2376","html-keyboard-response","34","2.0.0","2275839","pdmfqcr3fbl","tiger","<b><font size=6>Red objects reflect blue light.</font></b>","m","Waves","Color","F","F","F","true","",""
"","8065","html-keyboard-response","35","2.0.0","2284417","pdmfqcr3fbl","tiger","<b><font size=6>Red objects absorb blue light.</font></b>","z","Waves","Color","F","T","T","true","",""
"","7444","html-keyboard-response","36","2.0.0","2292371","pdmfqcr3fbl","tiger","<b><font size=6>Sounds can be near or far.</font></b>","z","Waves","Sound","T","F","F","false","",""
"","5577","html-keyboard-response","37","2.0.0","2298458","pdmfqcr3fbl","tiger","<b><font size=6>Sound travels through metal.</font></b>","z","Waves","Propagation","F","T","T","true","",""
"","7006","html-keyboard-response","38","2.0.0","2305967","pdmfqcr3fbl","tiger","<b><font size=6>Prisms reflect light.</font></b>","z","Waves","Reflection","T","F","F","false","",""
"","34813","html-keyboard-response","39","2.0.0","2341287","pdmfqcr3fbl","tiger","<b><font size=6>Sound travels through air.</font></b>","z","Waves","Propagation","T","T","T","true","",""
"","31969","html-keyboard-response","40","2.0.0","2373769","pdmfqcr3fbl","tiger","<b><font size=6>Rainbows contain all colors of light.</font></b>","m","Waves","Light","T","T","T","false","",""
"","84256","html-keyboard-response","41","2.0.0","2458527","pdmfqcr3fbl","tiger","<b><font size=6>Foam reflects sound.</font></b>","m","Waves","Reflection","F","F","F","true","",""
"","3160","html-keyboard-response","42","2.0.0","2462190","pdmfqcr3fbl","tiger","<b><font size=6>White light contains all colors of light.</font></b>","z","Waves","Light","F","T","T","true","",""
"","3442","html-keyboard-response","43","2.0.0","2466134","pdmfqcr3fbl","tiger","<b><font size=6>Sounds can be loud or quiet.</font></b>","z","Waves","Sound","T","T","T","true","",""
"","8795","html-keyboard-response","44","2.0.0","2475431","pdmfqcr3fbl","tiger","<b><font size=6>Red objects reflect red light.</font></b>","z","Waves","Color","T","T","T","true","",""
"","6865","html-keyboard-response","45","2.0.0","2482800","pdmfqcr3fbl","tiger","<b><font size=6>Sounds can be dead or alive.</font></b>","m","Waves","Sound","F","F","F","true","",""
"","1394","html-keyboard-response","46","2.0.0","2484699","pdmfqcr3fbl","tiger","<b><font size=6>Mirrors reflect light.</font></b>","z","Waves","Reflection","T","T","T","true","",""
