"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","stimulus","response","Category","Concept","T1","T2","CorrectAnswer","correct","reflection1","reflection2"
"true","3591","fullscreen","0","null","4604","pfyn3o4w2mc","p4","","","","","","","","","",""
"","1615","html-keyboard-response","1","2.0.0","6224","pfyn3o4w2mc","p4","This trial will be in fullscreen mode. Press any key to begin.","l","","","","","","","",""
"","8033","html-keyboard-response","2","2.0.0","14758","pfyn3o4w2mc","p4","Welcome to the experiment. Press any key to begin.","l","","","","","","","",""
"","3724","survey-text","3","2.0.0","18990","pfyn3o4w2mc","p4","","{""participant_id"":""p4""}","","","","","","","",""
"","6869","html-keyboard-response","4","2.0.0","26362","pfyn3o4w2mc","p4","<p>Welcome to the experiment!</p><p>In this task, you will see a series of scientific statements.</p><p>Your job is to decide whether each statement is true or false.</p><p>Press 'z' if you think the statement is true and 'm' if you think it is false.</p><p>Press any key to begin.</p>"," ","","","","","","","",""
"","5078","html-keyboard-response","5","2.0.0","31441","pfyn3o4w2mc","p4","Press any key to begin.","z","","","","","","","",""
"","6229","html-keyboard-response","6","2.0.0","38171","pfyn3o4w2mc","p4","<font size=5>All of the next statements are in the category: Germs</font>"," ","","","","","","","",""
"","3737","html-keyboard-response","7","2.0.0","42412","pfyn3o4w2mc","p4","<b><font size=6>Germs have feelings.</font></b>","z","Germs","Microbe","F","F","F","false","",""
"","2323","html-keyboard-response","8","2.0.0","45238","pfyn3o4w2mc","p4","<b><font size=6>Germs enter the body through the skin.</font></b>","m","Germs","Infection","T","F","F","true","",""
"","7569","html-keyboard-response","9","2.0.0","53308","pfyn3o4w2mc","p4","<b><font size=6>Alcohol kills germs.</font></b>","z","Germs","Sterilization","T","T","T","true","",""
"","1862","html-keyboard-response","10","2.0.0","55672","pfyn3o4w2mc","p4","<b><font size=6>Rotting meat contains germs.</font></b>","z","Germs","Contamination","T","T","T","true","",""
"","2979","html-keyboard-response","11","2.0.0","59153","pfyn3o4w2mc","p4","<b><font size=6>Being cold can make a person sick.</font></b>","m","Germs","Contagion","T","F","F","true","",""
"","2905","html-keyboard-response","12","2.0.0","62561","pfyn3o4w2mc","p4","<b><font size=6>Being happy can make a person sick.</font></b>","m","Germs","Contagion","F","F","F","true","",""
"","1465","html-keyboard-response","13","2.0.0","64529","pfyn3o4w2mc","p4","<b><font size=6>Germs enter the body through the eyes.</font></b>","z","Germs","Infection","F","T","T","true","",""
"","4278","html-keyboard-response","14","2.0.0","69309","pfyn3o4w2mc","p4","<b><font size=6>Dish sponges contain germs.</font></b>","z","Germs","Contamination","F","T","T","true","",""
"","3059","html-keyboard-response","15","2.0.0","72870","pfyn3o4w2mc","p4","<b><font size=6>Sunshine contains germs.</font></b>","m","Germs","Contamination","F","F","F","true","",""
"","2989","html-keyboard-response","16","2.0.0","76361","pfyn3o4w2mc","p4","<b><font size=6>Germs enter the body through the hair.</font></b>","z","Germs","Infection","F","F","F","false","",""
"","2048","html-keyboard-response","17","2.0.0","78912","pfyn3o4w2mc","p4","<b><font size=6>Germs enter the body through cuts.</font></b>","z","Germs","Infection","T","T","T","true","",""
"","1543","html-keyboard-response","18","2.0.0","80957","pfyn3o4w2mc","p4","<b><font size=6>Germs have a shape.</font></b>","z","Germs","Microbe","T","T","T","true","",""
"","4528","html-keyboard-response","19","2.0.0","85987","pfyn3o4w2mc","p4","<b><font size=6>Germs have DNA.</font></b>","m","Germs","Microbe","F","T","T","false","",""
"","1178","html-keyboard-response","20","2.0.0","87668","pfyn3o4w2mc","p4","<b><font size=6>Urine contains germs.</font></b>","z","Germs","Contamination","T","F","F","false","",""
"","2166","html-keyboard-response","21","2.0.0","90336","pfyn3o4w2mc","p4","<b><font size=6>Kindness kills germs.</font></b>","m","Germs","Sterilization","F","F","F","true","",""
"","1897","html-keyboard-response","22","2.0.0","92735","pfyn3o4w2mc","p4","<b><font size=6>Germs have an odor.</font></b>","z","Germs","Microbe","T","F","F","false","",""
"","1947","html-keyboard-response","23","2.0.0","95184","pfyn3o4w2mc","p4","<b><font size=6>Being depressed can make a person sick.</font></b>","z","Germs","Contagion","F","T","T","true","",""
"","1240","html-keyboard-response","24","2.0.0","96927","pfyn3o4w2mc","p4","<b><font size=6>Being sneezed on can make a person sick.</font></b>","z","Germs","Contagion","T","T","T","true","",""
"","1409","html-keyboard-response","25","2.0.0","98838","pfyn3o4w2mc","p4","<b><font size=6>Water kills germs.</font></b>","m","Germs","Sterilization","T","F","F","true","",""
"","997","html-keyboard-response","26","2.0.0","100336","pfyn3o4w2mc","p4","<b><font size=6>Heat kills germs.</font></b>","z","Germs","Sterilization","F","T","T","true","",""
