"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","stimulus","response","Category","Concept","T1","T2","CorrectAnswer","correct","reflection1","reflection2"
"true","1286","fullscreen","0","null","2290","ptqq78ss4km","trex","","","","","","","","","",""
"","2050","html-keyboard-response","1","2.0.0","4343","ptqq78ss4km","trex","This trial will be in fullscreen mode. Press any key to begin."," ","","","","","","","",""
"","1786","html-keyboard-response","2","2.0.0","6631","ptqq78ss4km","trex","Welcome to the experiment. Press any key to begin."," ","","","","","","","",""
"","4171","survey-text","3","2.0.0","11307","ptqq78ss4km","trex","","{""participant_id"":""trex""}","","","","","","","",""
"","9933","html-keyboard-response","4","2.0.0","21744","ptqq78ss4km","trex","<p>Welcome to the experiment!</p><p>In this task, you will see a series of scientific statements.</p><p>Your job is to decide whether each statement is true or false.</p><p>Press 'z' if you think the statement is true and 'm' if you think it is false.</p><p>Press any key to begin.</p>"," ","","","","","","","",""
"","null","html-keyboard-response","5","2.0.0","23447","ptqq78ss4km","trex","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Physiology</font></b>","null","","","","","","","",""
"","4285","html-keyboard-response","6","2.0.0","28236","ptqq78ss4km","trex","<b><font size=6>The sun is alive.</font></b>","m","Physiology","Life","T","F","F","true","",""
"","3719","html-keyboard-response","7","2.0.0","32458","ptqq78ss4km","trex","<b><font size=6>Plants turn food into energy.</font></b>","m","Physiology","Metabolism","T","F","F","true","",""
"","9513","html-keyboard-response","8","2.0.0","42473","ptqq78ss4km","trex","<b><font size=6>People turn food into energy.</font></b>","m","Physiology","Metabolism","T","T","T","false","",""
"","7547","html-keyboard-response","9","2.0.0","50521","ptqq78ss4km","trex","<b><font size=6>A baby can be identical to an older sibling.</font></b>","z","Physiology","Kinship","T","F","F","false","",""
"","1640","html-keyboard-response","10","2.0.0","52664","ptqq78ss4km","trex","<b><font size=6>Fish are alive.</font></b>","m","Physiology","Life","T","T","T","false","",""
"","2286","html-keyboard-response","11","2.0.0","55452","ptqq78ss4km","trex","<b><font size=6>Bacteria turn food into energy.</font></b>","m","Physiology","Metabolism","F","T","T","false","",""
"","1033","html-keyboard-response","12","2.0.0","56987","ptqq78ss4km","trex","<b><font size=6>Rocks are alive.</font></b>","m","Physiology","Life","F","F","F","true","",""
"","693","html-keyboard-response","13","2.0.0","58183","ptqq78ss4km","trex","<b><font size=6>Turtles can die.</font></b>","m","Physiology","Death","T","T","T","false","",""
"","1978","html-keyboard-response","14","2.0.0","60664","ptqq78ss4km","trex","<b><font size=6>Screwdrivers can die.</font></b>","z","Physiology","Death","F","F","F","false","",""
"","2439","html-keyboard-response","15","2.0.0","63604","ptqq78ss4km","trex","<b><font size=6>Caterpillars can reproduce.</font></b>","z","Physiology","Reproduction","T","F","F","false","",""
"","1016","html-keyboard-response","16","2.0.0","65122","ptqq78ss4km","trex","<b><font size=6>Chairs can reproduce.</font></b>","m","Physiology","Reproduction","F","F","F","true","",""
"","2102","html-keyboard-response","17","2.0.0","67727","ptqq78ss4km","trex","<b><font size=6>A baby can be a niece or a nephew.</font></b>","z","Physiology","Kinship","T","T","T","true","",""
"","1604","html-keyboard-response","18","2.0.0","69833","ptqq78ss4km","trex","<b><font size=6>Mushrooms can die.</font></b>","m","Physiology","Death","F","T","T","false","",""
"","1178","html-keyboard-response","19","2.0.0","71513","ptqq78ss4km","trex","<b><font size=6>Coral is alive.</font></b>","z","Physiology","Life","F","T","T","true","",""
"","1124","html-keyboard-response","20","2.0.0","73139","ptqq78ss4km","trex","<b><font size=6>Clouds can die.</font></b>","m","Physiology","Death","T","F","F","true","",""
"","1173","html-keyboard-response","21","2.0.0","74814","ptqq78ss4km","trex","<b><font size=6>A baby can be an uncle or an aunt.</font></b>","z","Physiology","Kinship","F","T","T","true","",""
"","1459","html-keyboard-response","22","2.0.0","76775","ptqq78ss4km","trex","<b><font size=6>Tigers can reproduce.</font></b>","z","Physiology","Reproduction","T","T","T","true","",""
"","942","html-keyboard-response","23","2.0.0","78218","ptqq78ss4km","trex","<b><font size=6>A baby can be a mother or a father.</font></b>","z","Physiology","Kinship","F","F","F","false","",""
"","1092","html-keyboard-response","24","2.0.0","79813","ptqq78ss4km","trex","<b><font size=6>Ferns can reproduce.</font></b>","z","Physiology","Reproduction","F","T","T","true","",""
"","1883","html-keyboard-response","25","2.0.0","82198","ptqq78ss4km","trex","<b><font size=6>Rocks turn food into energy.</font></b>","m","Physiology","Metabolism","F","F","F","true","",""
"","null","html-keyboard-response","26","2.0.0","84402","ptqq78ss4km","trex","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Waves</font></b>","null","","","","","","","",""
"","2729","html-keyboard-response","27","2.0.0","87635","ptqq78ss4km","trex","<b><font size=6>Red objects reflect red light.</font></b>","z","Waves","Color","T","T","T","true","",""
"","1020","html-keyboard-response","28","2.0.0","89158","ptqq78ss4km","trex","<b><font size=6>Sound travels through metal.</font></b>","z","Waves","Propagation","F","T","T","true","",""
"","1524","html-keyboard-response","29","2.0.0","91184","ptqq78ss4km","trex","<b><font size=6>Sounds can be loud or quiet.</font></b>","z","Waves","Sound","T","T","T","true","",""
"","1519","html-keyboard-response","30","2.0.0","93205","ptqq78ss4km","trex","<b><font size=6>Mirrors reflect light.</font></b>","z","Waves","Reflection","T","T","T","true","",""
"","1361","html-keyboard-response","31","2.0.0","95069","ptqq78ss4km","trex","<b><font size=6>Sound travels through foam.</font></b>","z","Waves","Propagation","F","F","F","false","",""
"","1511","html-keyboard-response","32","2.0.0","97081","ptqq78ss4km","trex","<b><font size=6>Black objects reflect all colors of light.</font></b>","z","Waves","Light","T","F","F","false","",""
"","2447","html-keyboard-response","33","2.0.0","100030","ptqq78ss4km","trex","<b><font size=6>Sound travels through air.</font></b>","z","Waves","Propagation","T","T","T","true","",""
"","5073","html-keyboard-response","34","2.0.0","105606","ptqq78ss4km","trex","<b><font size=6>Shadows contain all colors of light.</font></b>","z","Waves","Light","F","F","F","false","",""
"","8599","html-keyboard-response","35","2.0.0","114707","ptqq78ss4km","trex","<b><font size=6>Sounds can be direct or reflected.</font></b>","z","Waves","Sound","F","T","T","true","",""
"","1213","html-keyboard-response","36","2.0.0","116422","ptqq78ss4km","trex","<b><font size=6>Red objects absorb red light.</font></b>","z","Waves","Color","T","F","F","false","",""
"","1594","html-keyboard-response","37","2.0.0","118518","ptqq78ss4km","trex","<b><font size=6>Red objects absorb blue light.</font></b>","z","Waves","Color","F","T","T","true","",""
"","3475","html-keyboard-response","38","2.0.0","122496","ptqq78ss4km","trex","<b><font size=6>Mirrors reflect sound.</font></b>","z","Waves","Reflection","F","T","T","true","",""
"","9296","html-keyboard-response","39","2.0.0","132295","ptqq78ss4km","trex","<b><font size=6>Red objects reflect blue light.</font></b>","z","Waves","Color","F","F","F","false","",""
"","8239","html-keyboard-response","40","2.0.0","141035","ptqq78ss4km","trex","<b><font size=6>Rainbows contain all colors of light.</font></b>","z","Waves","Light","T","T","T","true","",""
"","4162","html-keyboard-response","41","2.0.0","145699","ptqq78ss4km","trex","<b><font size=6>Prisms reflect light.</font></b>","m","Waves","Reflection","T","F","F","true","",""
"","4973","html-keyboard-response","42","2.0.0","151173","ptqq78ss4km","trex","<b><font size=6>Foam reflects sound.</font></b>","z","Waves","Reflection","F","F","F","false","",""
"","1846","html-keyboard-response","43","2.0.0","153522","ptqq78ss4km","trex","<b><font size=6>Sounds can be dead or alive.</font></b>","z","Waves","Sound","F","F","F","false","",""
"","1795","html-keyboard-response","44","2.0.0","155819","ptqq78ss4km","trex","<b><font size=6>Sound travels through a vacuum.</font></b>","z","Waves","Propagation","T","F","F","false","",""
"","18876","html-keyboard-response","45","2.0.0","175196","ptqq78ss4km","trex","<b><font size=6>White light contains all colors of light.</font></b>","z","Waves","Light","F","T","T","true","",""
"","2359","html-keyboard-response","46","2.0.0","178057","ptqq78ss4km","trex","<b><font size=6>Sounds can be near or far.</font></b>","z","Waves","Sound","T","F","F","false","",""
"","null","html-keyboard-response","47","2.0.0","180261","ptqq78ss4km","trex","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Thermodynamics</font></b>","null","","","","","","","",""
"","6242","html-keyboard-response","48","2.0.0","187007","ptqq78ss4km","trex","<b><font size=6>Cold objects transfer heat to even colder objects.</font></b>","z","Thermodynamics","Heat transfer","F","T","T","true","",""
"","10582","html-keyboard-response","49","2.0.0","198091","ptqq78ss4km","trex","<b><font size=6>Cold objects transfer heat to warm objects.</font></b>","m","Thermodynamics","Heat transfer","F","F","F","true","",""
"","3381","html-keyboard-response","50","2.0.0","201973","ptqq78ss4km","trex","<b><font size=6>Ice has heat.</font></b>","m","Thermodynamics","Heat","F","T","T","false","",""
"","4087","html-keyboard-response","51","2.0.0","206562","ptqq78ss4km","trex","<b><font size=6>Heat increases an object's temperature.</font></b>","z","Thermodynamics","Thermal expansion","T","T","T","true","",""
"","2863","html-keyboard-response","52","2.0.0","209926","ptqq78ss4km","trex","<b><font size=6>Atoms have heat.</font></b>","z","Thermodynamics","Heat","T","F","F","false","",""
"","4005","html-keyboard-response","53","2.0.0","214434","ptqq78ss4km","trex","<b><font size=6>Water transfers heat to steam.</font></b>","z","Thermodynamics","Heat transfer","T","F","F","false","",""
"","2359","html-keyboard-response","54","2.0.0","217294","ptqq78ss4km","trex","<b><font size=6>Coats produce heat.</font></b>","z","Thermodynamics","Heat source","T","F","F","false","",""
"","2671","html-keyboard-response","55","2.0.0","220468","ptqq78ss4km","trex","<b><font size=6>Heat increases an object's size.</font></b>","m","Thermodynamics","Thermal expansion","F","T","T","false","",""
"","2986","html-keyboard-response","56","2.0.0","223955","ptqq78ss4km","trex","<b><font size=6>Heat increases an object's color.</font></b>","z","Thermodynamics","Thermal expansion","F","F","F","false","",""
"","5556","html-keyboard-response","57","2.0.0","230013","ptqq78ss4km","trex","<b><font size=6>Boiling water has a lower temperature than steam.</font></b>","m","Thermodynamics","Temperature","F","T","T","false","",""
"","7089","html-keyboard-response","58","2.0.0","237604","ptqq78ss4km","trex","<b><font size=6>Ice has a lower temperature than water.</font></b>","m","Thermodynamics","Temperature","T","T","T","false","",""
"","5955","html-keyboard-response","59","2.0.0","244061","ptqq78ss4km","trex","<b><font size=6>Heat increases an object's weight.</font></b>","m","Thermodynamics","Thermal expansion","T","F","F","true","",""
"","34267","html-keyboard-response","60","2.0.0","278830","ptqq78ss4km","trex","<b><font size=6>Two cups of ice have a lower temperature than one.</font></b>","m","Thermodynamics","Temperature","T","F","F","true","",""
